name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,preferred_price_range,max_price,roommate_preferences,weights,lottery_number,assigned
Adrian Dixon,M,960424143,2000-03-29,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['SA' 'NCA' 'BS'],Apartment,4000-6000,6000,"[907623832, 191724239]",0,25562,0
Melanie Lopez,F,426121196,1998-03-22,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,10500-12000,12000,"[404895175, 210364635]",0,25569,0
Gabrielle Evans,F,660182773,1994-06-20,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,10500-12000,12000,[],0,25577,0
Rachel Mcdonald,F,674054609,2002-08-17,Sophomore,Mason Gross School of the Arts,0,0,['BS' 'AH' 'MRS'],Apartment,6000-8000,8000,"[106962577, 447180783]",0,25579,0
Kayla Combs,F,916464065,2003-01-15,Junior,School of Arts and Sciences,0,0,['BS' 'MS' 'NCA'],Suite,4000-6000,6000,"[830896047, 638156228]",0,25610,0
Alexis Dean,F,142990386,2000-02-05,Sophomore,School of Environmental and Biological Sciences,0,0,['SA' 'RA' 'BH'],Apartment,4000-6000,6000,[950370988],0,25616,0
Jeffery Gomez,M,929458252,2003-07-29,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'SA' 'NCA'],Suite,6000-8000,8000,[634871252],0,25620,0
Gary Baldwin,M,744419356,1997-04-02,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,8000-10500,10500,[569699166],0,25623,0
Michelle White,F,647090736,2001-12-08,Sophomore,School of Arts and Sciences,0,0,['MH' 'BS' 'NCA'],Apartment,4000-6000,6000,"[810352026, 968918451]",0,25633,0
Brad Parker,M,570800870,2000-11-23,Junior,School of Communication and Information,0,0,['BS' 'NCA' 'MRS'],Suite,6000-8000,8000,"[902278189, 565643902]",0,25646,0
Chris Reynolds,M,631914558,2003-06-28,Sophomore,School of Communication and Information,0,0,['SA' 'MS' 'MH'],Suite,4000-6000,6000,[125949249],0,25649,0
Megan Kim,F,589583798,2003-07-14,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['TS' 'SA' 'NCA'],Suite,4000-6000,6000,"[197800655, 741131085]",0,25653,0
Javier Ortiz,M,640206018,2000-07-23,Sophomore,School of Communication and Information,0,0,['AH' 'SA' 'MH'],Apartment,4000-6000,6000,[640641424],0,25672,0
Jesus Flores,M,633904611,2004-04-19,Senior,School of Arts and Sciences,0,0,['BS' 'NCA' 'MS'],Apartment,4000-6000,6000,"[273126630, 828711677]",0,25674,0
Victoria Long,F,203690891,2005-08-17,Sophomore,Mason Gross School of the Arts,0,0,['NCA' 'TS' 'AH'],Suite,4000-6000,6000,"[781062357, 725894207]",0,25687,0
Patricia Williams,F,802323955,2004-06-04,Senior,Mason Gross School of the Arts,0,0,['SA' 'WS' 'MRS'],Traditional Residence Hall,6000-8000,8000,[],0,25699,0
Richard Walsh,M,125769863,2002-05-29,Junior,School of Arts and Sciences,0,0,['RA' 'TS' 'BS'],Suite,4000-6000,6000,[],0,25700,0
Carly Smith,F,406718304,2005-08-25,Senior,School of Arts and Sciences,0,0,['SA' 'MRS' 'JS'],Suite,4000-6000,6000,"[474754426, 631889472]",0,25711,0
James Chen,M,418648622,2000-04-06,Sophomore,School of Arts and Sciences,0,0,['AH' 'NCA' 'CS'],Suite,4000-6000,6000,[],0,25712,0
Steven Chen,M,643891887,1999-12-31,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'RA' 'SA'],Suite,4000-6000,6000,[228995866],0,25719,0
Paul Reyes,M,683538897,2000-03-20,Junior,Mason Gross School of the Arts,0,0,['WS' 'BS' 'MRS'],Apartment,6000-8000,8000,[],0,25726,0
Ryan Rogers,M,219461018,2003-05-31,Sophomore,Mason Gross School of the Arts,0,0,['RA' 'NCA' 'MH'],Suite,4000-6000,6000,"[499907593, 957345532]",0,25738,0
Steve Morgan,M,750961556,2003-04-21,Sophomore,Mason Gross School of the Arts,0,0,['BS' 'SA' 'NCA'],Traditional Residence Hall,8000-11000,11000,[679994397],0,25771,0
James Garcia,M,504808610,2002-02-19,Sophomore,Mason Gross School of the Arts,0,0,['NCA' 'BS' 'WS'],Apartment,4000-6000,6000,[],0,25771,0
Anthony Chavez,M,661109868,2000-06-27,Senior,School of Communication and Information,0,0,['RA' 'BS' 'SA'],Apartment,4000-6000,6000,[963323982],0,25776,0
Derek Patrick,M,707177230,1998-07-18,Doctorate,Graduate School of Education,0,0,['BA' 'JA'],Apartment,10500-12000,12000,[672807060],0,25777,0
Jeffrey Carpenter,M,507338402,2005-05-06,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['MH' 'SA' 'NCA'],Apartment,6000-8000,8000,[],0,25778,0
Jennifer Huffman,F,450217626,2003-08-06,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['AH' 'MH' 'NCA'],Suite,6000-8000,8000,[658799665],0,25780,0
Kimberly Meza,F,511143407,2003-09-09,Sophomore,School of Arts and Sciences,0,0,['SA' 'BS' 'MZH'],Apartment,4000-6000,6000,"[593412071, 235319573]",0,25781,0
Jeremy Trujillo,M,494791447,2003-05-09,Sophomore,School of Communication and Information,0,0,['RA' 'BS' 'SA'],Apartment,6000-8000,8000,"[902919178, 250142448]",0,25796,0
Richard Nichols,M,461385936,2002-10-23,Senior,School of Social Work,0,0,['WS' 'BS' 'RA'],Suite,6000-8000,8000,[],0,25815,0
Jasmine Mitchell,F,988970186,1996-03-22,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,8000-10500,10500,[],0,25821,0
Melissa Morris,F,585562135,2002-10-14,Junior,School of Communication and Information,0,0,['RA' 'MS' 'BS'],Suite,8000-11000,11000,"[141375823, 823487878]",0,25852,0
Michele Lopez,F,836348999,2000-01-02,Senior,School of Engineering,0,0,['NCA' 'MH' 'RA'],Apartment,4000-6000,6000,[],0,25856,0
Jackie Williams,F,141733713,2004-05-11,Senior,School of Arts and Sciences,0,0,['MH' 'RA' 'SA'],Apartment,8000-11000,11000,"[940359892, 368666744]",0,25859,0
Riley Anderson,M,532219326,2000-03-16,Junior,School of Arts and Sciences,0,0,['MRS' 'SA' 'RA'],Suite,4000-6000,6000,[921400593],0,25875,0
Brett Hamilton,M,358215037,2003-05-29,Senior,School of Arts and Sciences,0,0,['NCA' 'MH' 'BS'],Suite,4000-6000,6000,"[355565209, 921788435]",0,25896,0
Leslie Hawkins,F,850334732,2003-11-20,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['CS' 'BS' 'JS'],Apartment,8000-11000,11000,[776122841],0,25897,0
Jason Edwards,M,414126143,2004-08-17,Junior,School of Engineering,0,0,['RA' 'BS' 'SA'],Suite,8000-11000,11000,[904012299],0,25897,0
Christopher Long,M,998992584,2003-03-21,Junior,School of Management and Labor Relations,0,0,['BS' 'MH' 'RA'],Apartment,6000-8000,8000,"[601023303, 506853501]",0,25898,0
Dustin Decker,M,801035857,1998-10-24,Doctorate,Graduate School of Education,0,0,['BA' 'JA'],Apartment,10500-12000,12000,"[989483931, 962777287]",0,25898,0
Aaron Walter,M,788849249,2004-04-08,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['NCA' 'BS' 'MS'],Suite,4000-6000,6000,[],0,25906,0
David Carr,M,189932958,2000-08-18,Sophomore,School of Arts and Sciences,0,0,['BS' 'SA' 'MH'],Traditional Residence Hall,6000-8000,8000,[569700932],0,25928,0
Jeffrey Salazar,M,949246403,2004-05-21,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'JS' 'SA'],Suite,8000-11000,11000,"[304895572, 567020307]",0,25931,0
Kerry Russell,F,596017818,2000-02-04,Sophomore,School of Management and Labor Relations,0,0,['JS' 'BS' 'MRS'],Apartment,4000-6000,6000,"[324001313, 129727427]",0,25946,0
Angel Brown,F,672336148,1995-09-20,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,10500-12000,12000,"[260572874, 922333531]",0,25981,0
Emily Beck,F,821598589,2003-06-29,Sophomore,School of Arts and Sciences,0,0,['MH' 'JS' 'NCA'],Apartment,4000-6000,6000,"[500612605, 565732445]",0,25984,0
Kristie Torres,F,779789516,2001-02-04,Sophomore,School of Arts and Sciences,0,0,['BS' 'SA' 'MZH'],Traditional Residence Hall,8000-11000,11000,[134091491],0,25984,0
Robin Long,F,561191881,2002-10-30,Senior,School of Arts and Sciences,0,0,['NCA' 'TS' 'SA'],Suite,4000-6000,6000,"[216858526, 770488491]",0,25988,0
Nicole Johnston,F,776907506,2002-09-12,Senior,School of Arts and Sciences,0,0,['NCA' 'SA' 'RA'],Apartment,4000-6000,6000,[786440682],0,25997,0
Amy Oneal,F,949833168,2000-01-03,Sophomore,School of Management and Labor Relations,0,0,['NCA' 'BS' 'AH'],Apartment,4000-6000,6000,[],0,25999,0
Ricky Roth,M,817298501,2004-08-04,Junior,Mason Gross School of the Arts,0,0,['MRS' 'BH' 'RA'],Suite,4000-6000,6000,"[498341722, 549762698]",0,26011,0
Steven Hawkins,M,798340224,2005-06-22,Sophomore,School of Arts and Sciences,0,0,['MS' 'SA' 'BS'],Apartment,6000-8000,8000,"[251954102, 111867076]",0,26012,0
Brittany Coleman,F,312999264,2005-07-26,Junior,Mason Gross School of the Arts,0,0,['BS' 'MS' 'RA'],Apartment,4000-6000,6000,"[736080994, 809409930]",0,26030,0
Donna Gardner,F,437326349,1996-04-09,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,10500-12000,12000,[],0,26033,0
Ryan Gonzalez,M,468030697,2003-03-24,Sophomore,School of Arts and Sciences,0,0,['MRS' 'MH' 'AH'],Traditional Residence Hall,4000-6000,6000,[868476342],0,26038,0
Monica Khan,F,751418314,2003-11-08,Junior,School of Arts and Sciences,0,0,['MZH' 'BS' 'SA'],Apartment,8000-11000,11000,[],0,26042,0
Robert Pope,M,382420734,2004-09-20,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'RA' 'MH'],Apartment,4000-6000,6000,"[156733467, 374747399]",0,26050,0
Anita Hampton,F,996025107,2000-08-29,Postdoctoral studies,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,10500-12000,12000,[],0,26054,0
Jessica Hill,F,675362371,2002-03-21,Senior,School of Social Work,0,0,['CS' 'SA' 'MZH'],Apartment,4000-6000,6000,[],0,26060,0
Jonathan Keith,M,268661899,1995-10-15,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,8000-10500,10500,[],0,26070,0
Todd Bell,M,169773807,2001-07-26,Sophomore,Mason Gross School of the Arts,0,0,['NCA' 'WS' 'RA'],Apartment,4000-6000,6000,"[659310051, 144631298]",0,26075,0
Carrie Singh,F,216712889,2001-02-21,Junior,School of Arts and Sciences,0,0,['NCA' 'SA' 'MH'],Suite,4000-6000,6000,"[278450207, 191734849]",0,26088,0
Jonathan Vargas,M,584280486,2002-12-16,Sophomore,School of Arts and Sciences,0,0,['SA' 'RA' 'BH'],Suite,4000-6000,6000,"[509237764, 490790600]",0,26089,0
Michael Miles,M,528897280,2000-12-08,Sophomore,School of Arts and Sciences,0,0,['NCA' 'RA' 'AH'],Suite,4000-6000,6000,[],0,26090,0
Sheila Wilson,F,915423959,2003-07-18,Junior,Mason Gross School of the Arts,0,0,['AH' 'SA' 'TS'],Suite,4000-6000,6000,[785547532],0,26120,0
Victor Pope,M,978793838,2005-02-19,Sophomore,School of Arts and Sciences,0,0,['MH' 'RA' 'AH'],Suite,4000-6000,6000,"[453283265, 379445613]",0,26129,0
Desiree Kelley,F,111572906,2005-09-11,Sophomore,School of Management and Labor Relations,0,0,['NCA' 'SA' 'MS'],Traditional Residence Hall,4000-6000,6000,"[432086247, 575925908]",0,26142,0
Sydney Davis,F,777994290,1996-08-06,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,8000-10500,10500,"[929205572, 613376796]",0,26168,0
Roberta Dean,F,286120395,2002-12-01,Senior,School of Arts and Sciences,0,0,['CS' 'BS' 'NCA'],Apartment,4000-6000,6000,[204246161],0,26175,0
Michael Nguyen,M,828400138,2003-11-16,Sophomore,School of Engineering,0,0,['NCA' 'BH' 'MH'],Apartment,8000-11000,11000,"[319825197, 160975690]",0,26176,0
Alyssa Lee,F,698801704,2004-11-27,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['WS' 'MZH' 'RA'],Suite,8000-11000,11000,"[824536692, 123180808]",0,26185,0
Manuel Riggs,M,382685212,1994-10-21,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,10500-12000,12000,[425557022],0,26202,0
Lisa Ramos,F,140833480,2002-11-13,Sophomore,Mason Gross School of the Arts,0,0,['TS' 'BS' 'MZH'],Apartment,8000-11000,11000,"[926239987, 712728280]",0,26209,0
Gail Hill,F,855980676,2002-01-01,Senior,Mason Gross School of the Arts,0,0,['MS' 'MZH' 'NCA'],Traditional Residence Hall,8000-11000,11000,[],0,26236,0
Ashley Schmitt,F,626369241,2005-03-21,Senior,School of Arts and Sciences,0,0,['BS' 'MS' 'WS'],Apartment,4000-6000,6000,[823142269],0,26251,0
Stacey Lane,F,321127500,2003-01-29,Senior,School of Engineering,0,0,['BS' 'BH' 'NCA'],Suite,6000-8000,8000,"[818787531, 999063702]",0,26267,0
Ryan Roth,M,107502451,2004-08-23,Sophomore,School of Engineering,0,0,['MS' 'NCA' 'MRS'],Traditional Residence Hall,4000-6000,6000,[],0,26268,0
Kendra Chavez,F,904354170,2002-08-08,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'WS' 'MZH'],Apartment,4000-6000,6000,[],0,26269,0
Andrew Carey,M,441089939,2000-02-20,Junior,Mason Gross School of the Arts,0,0,['MH' 'SA' 'BS'],Suite,8000-11000,11000,"[934071930, 402720807]",0,26285,0
Michael Hart,M,583839485,1999-08-23,Doctorate,Graduate School of Education,0,0,['BA' 'JA'],Apartment,8000-10500,10500,"[365785842, 784428410]",0,26286,0
Mrs. Christina Jackson,F,945284015,2002-11-15,Sophomore,Mason Gross School of the Arts,0,0,['RA' 'BS' 'CS'],Suite,8000-11000,11000,"[734847071, 551469367]",0,26294,0
Renee Best,F,967460397,2004-05-18,Senior,School of Communication and Information,0,0,['BS' 'NCA' 'BH'],Apartment,8000-11000,11000,"[546318501, 486455952]",0,26302,0
Megan Williams,F,609756148,2001-09-05,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'MS' 'AH'],Suite,4000-6000,6000,[],0,26314,0
David Robertson,M,326115478,2000-09-26,Junior,School of Arts and Sciences,0,0,['WS' 'BS' 'BH'],Suite,8000-11000,11000,"[661082823, 148280986]",0,26319,0
Patrick Brown,M,562798997,2002-04-28,Junior,School of Arts and Sciences,0,0,['MS' 'AH' 'BS'],Apartment,4000-6000,6000,[],0,26331,0
Justin Lang,M,112948747,1998-08-14,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,8000-10500,10500,"[782675772, 167042691]",0,26333,0
Logan Wilson,M,276474575,2002-01-12,Sophomore,School of Arts and Sciences,0,0,['NCA' 'JS' 'SA'],Suite,4000-6000,6000,[],0,26338,0
Katherine Snow MD,F,729387758,1998-02-03,Masters,Graduate School of Applied and Professional Psychology,0,0,['BA' 'JA'],Apartment,10500-12000,12000,"[855501919, 779992515]",0,26351,0
Brandon Brady,M,150718921,2002-08-05,Junior,School of Engineering,0,0,['BS' 'MZH' 'NCA'],Suite,4000-6000,6000,[],0,26373,0
Laura White,F,640829063,2002-11-29,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'SA' 'NCA'],Suite,4000-6000,6000,[147019633],0,26398,0
Timothy Gonzalez,M,939069099,2000-11-28,Sophomore,School of Environmental and Biological Sciences,0,0,['NCA' 'BH' 'RA'],Suite,4000-6000,6000,[],0,26402,0
Kristina Bradley,F,605713011,1997-09-04,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,8000-10500,10500,[189221116],0,26405,0
Kyle Moore,M,644763368,2001-04-11,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['NCA' 'MS' 'SA'],Suite,6000-8000,8000,"[214435424, 212247922]",0,26408,0
Jacob Keller,M,152848548,2005-07-16,Sophomore,School of Environmental and Biological Sciences,0,0,['WS' 'RA' 'SA'],Suite,4000-6000,6000,[293108231],0,26422,0
Blake Liu,M,764466584,2004-02-13,Senior,School of Social Work,0,0,['MRS' 'BS' 'RA'],Apartment,8000-11000,11000,"[704939390, 344346844]",0,26427,0
Nicole Adkins,F,939163899,2005-09-18,Junior,School of Arts and Sciences,0,0,['SA' 'MS' 'RA'],Suite,8000-11000,11000,[222891387],0,26433,0
David Burke,M,873282330,1999-12-03,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0,['NCA' 'BS' 'MRS'],Apartment,4000-6000,6000,"[984158639, 941408544]",0,26434,0
Kathleen Anderson,F,210381155,2001-09-29,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['WS' 'JS' 'SA'],Apartment,4000-6000,6000,[418833504],0,26449,0
Kevin Rodriguez,M,451078240,2002-11-25,Sophomore,School of Arts and Sciences,0,0,['SA' 'BS' 'AH'],Suite,4000-6000,6000,"[294353500, 248953127]",0,26454,0
Amanda Smith,F,334532220,2004-05-20,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'MS' 'SA'],Suite,6000-8000,8000,"[654091819, 147170411]",0,26466,0
Terri Miller,F,220020550,2001-10-17,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['MZH' 'BS' 'MS'],Traditional Residence Hall,6000-8000,8000,"[428579563, 450445651]",0,26469,0
Kevin Barnes,M,344740329,1999-11-24,Junior,School of Communication and Information,0,0,['BS' 'RA' 'CS'],Apartment,4000-6000,6000,"[778353578, 164409171]",0,26470,0
Clarence Lee,M,509581120,2000-11-29,Sophomore,School of Management and Labor Relations,0,0,['BS' 'MZH' 'MS'],Traditional Residence Hall,6000-8000,8000,"[614829779, 413012450]",0,26474,0
Chelsea Edwards,F,294015405,1999-11-02,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,10500-12000,12000,"[321144309, 626702785]",0,26504,0
Vicki Hall,F,335226195,2005-02-13,Senior,School of Communication and Information,0,0,['RA' 'AH' 'JS'],Apartment,4000-6000,6000,[],0,26505,0
David May,M,298488421,2004-05-17,Sophomore,School of Arts and Sciences,0,0,['BS' 'SA' 'MH'],Suite,4000-6000,6000,"[398142725, 716507353]",0,26521,0
Mark Johnson,M,710427242,2001-08-10,Junior,School of Arts and Sciences,0,0,['RA' 'SA' 'MS'],Traditional Residence Hall,4000-6000,6000,[],0,26522,0
Andrew Richardson,M,776348565,2003-05-31,Sophomore,School of Engineering,0,0,['BS' 'MRS' 'JS'],Suite,8000-11000,11000,"[588591980, 947917589]",0,26524,0
Cheryl Hernandez,F,149324491,2000-07-06,Sophomore,School of Engineering,0,0,['NCA' 'BS' 'RA'],Suite,4000-6000,6000,[576932587],0,26532,0
Ronald Pope,M,120192694,2002-08-19,Sophomore,Mason Gross School of the Arts,0,0,['WS' 'MZH' 'NCA'],Suite,4000-6000,6000,"[316482269, 352486434]",0,26542,0
Haley Hernandez,F,159775015,2004-05-12,Sophomore,Mason Gross School of the Arts,0,0,['MZH' 'RA' 'NCA'],Suite,4000-6000,6000,"[502111819, 915734189]",0,26562,0
Michael Lyons,M,445957151,2005-08-14,Sophomore,School of Arts and Sciences,0,0,['BS' 'MH' 'RA'],Suite,8000-11000,11000,[293360784],0,26572,0
Sean Estrada,M,993504794,2005-03-25,Sophomore,School of Arts and Sciences,0,0,['SA' 'BH' 'NCA'],Suite,8000-11000,11000,"[334728887, 845521016]",0,26579,0
Taylor Foster,F,425786946,2003-11-26,Sophomore,School of Arts and Sciences,0,0,['NCA' 'TS' 'AH'],Suite,8000-11000,11000,[],0,26585,0
Michele Pittman,F,323925369,2005-08-13,Junior,School of Arts and Sciences,0,0,['SA' 'BS' 'JS'],Suite,4000-6000,6000,[182248591],0,26589,0
Francis Adams,M,615218231,2004-03-22,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'SA' 'MH'],Apartment,4000-6000,6000,[],0,26600,0
Carl Clay,M,371135319,2002-07-08,Senior,School of Environmental and Biological Sciences,0,0,['AH' 'BS' 'RA'],Suite,8000-11000,11000,[],0,26603,0
John Peters,M,176617484,2003-05-21,Senior,School of Communication and Information,0,0,['WS' 'BS' 'RA'],Suite,4000-6000,6000,[],0,26604,0
Brianna White,F,644078125,1999-11-27,Junior,School of Arts and Sciences,0,0,['MH' 'NCA' 'BS'],Suite,8000-11000,11000,[842031643],0,26609,0
Mark Guerra,M,670612732,1998-11-23,Masters,Graduate School of Applied and Professional Psychology,0,0,['JA' 'BA'],Apartment,10500-12000,12000,"[665079136, 253088123]",0,26609,0
Matthew Hughes,M,351541736,1995-01-17,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,8000-10500,10500,[646977466],0,26612,0
Amanda Olson,F,197137710,2003-04-07,Junior,School of Arts and Sciences,0,0,['MRS' 'JS' 'WS'],Apartment,4000-6000,6000,[987532201],0,26621,0
Deborah Mills,F,124038864,2002-08-31,Junior,School of Environmental and Biological Sciences,0,0,['RA' 'MS' 'NCA'],Suite,4000-6000,6000,"[348432132, 905214155]",0,26630,0
Jodi Hampton,F,304456746,1998-08-29,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,8000-10500,10500,[436773712],0,26636,0
Julie Brewer,F,265376902,2004-10-08,Sophomore,School of Engineering,0,0,['BS' 'RA' 'JS'],Suite,6000-8000,8000,[484943972],0,26655,0
Brittany Allen,F,577062581,2003-08-31,Sophomore,School of Communication and Information,0,0,['BH' 'MRS' 'BS'],Apartment,8000-11000,11000,[316280174],0,26660,0
Brian Watkins,M,534916364,2003-06-22,Senior,School of Arts and Sciences,0,0,['SA' 'AH' 'TS'],Apartment,8000-11000,11000,"[920567813, 975961367]",0,26675,0
Vincent Lee,M,712762752,2002-01-24,Senior,School of Arts and Sciences,0,0,['MH' 'MRS' 'NCA'],Apartment,4000-6000,6000,[356330924],0,26681,0
Stephanie Scott,F,716278382,2004-10-19,Sophomore,School of Arts and Sciences,0,0,['NCA' 'SA' 'CS'],Traditional Residence Hall,8000-11000,11000,[509426705],0,26683,0
Johnny Valenzuela,M,538210888,2002-07-25,Sophomore,School of Arts and Sciences,0,0,['BS' 'TS' 'RA'],Suite,6000-8000,8000,[338805148],0,26686,0
Richard Henderson,M,729097413,1997-01-13,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,8000-10500,10500,"[963147507, 654033238]",0,26686,0
Tracy Roberts,F,521814095,2004-01-08,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'RA' 'WS'],Suite,8000-11000,11000,[496924034],0,26689,0
Rachael Odom,F,933245655,2001-10-11,Sophomore,School of Arts and Sciences,0,0,['WS' 'BS' 'NCA'],Suite,8000-11000,11000,[],0,26691,0
Kimberly Nguyen,F,562204270,2003-08-12,Junior,School of Arts and Sciences,0,0,['BS' 'CS' 'MH'],Apartment,4000-6000,6000,[107856634],0,26696,0
Jenny Blake,F,478077032,2004-10-19,Sophomore,School of Engineering,0,0,['BH' 'SA' 'RA'],Suite,8000-11000,11000,"[448104649, 235400766]",0,26714,0
Samantha Smith,F,966766694,2002-12-14,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'MH' 'JS'],Suite,8000-11000,11000,[],0,26734,0
Lisa Moore,F,675458781,1996-05-31,Masters,Graduate School of Applied and Professional Psychology,0,0,['BA' 'JA'],Apartment,10500-12000,12000,"[921202032, 796842203]",0,26742,0
Christopher Simmons,M,258742321,1999-12-02,Sophomore,School of Arts and Sciences,0,0,['SA' 'WS' 'MRS'],Apartment,8000-11000,11000,[365557656],0,26768,0
Joseph Meadows,M,355756518,2002-09-17,Junior,School of Arts and Sciences,0,0,['NCA' 'WS' 'TS'],Apartment,4000-6000,6000,[889923283],0,26774,0
Glenn Harris,M,436765194,2004-10-31,Sophomore,School of Arts and Sciences,0,0,['BS' 'MS' 'CS'],Suite,4000-6000,6000,"[347505045, 367996739]",0,26782,0
Veronica Carpenter,F,725755844,1995-02-22,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,10500-12000,12000,"[910595769, 407111975]",0,26799,0
Jeffrey Woods,M,286647393,2003-10-19,Sophomore,School of Arts and Sciences,0,0,['TS' 'SA' 'MH'],Apartment,6000-8000,8000,[773616347],0,26819,0
Tyler Jenkins,M,283003454,2004-10-30,Senior,School of Social Work,0,0,['NCA' 'MH' 'MZH'],Apartment,6000-8000,8000,[625845893],0,26827,0
Dawn Freeman,F,500248201,2003-02-20,Sophomore,School of Arts and Sciences,0,0,['BS' 'NCA' 'RA'],Suite,8000-11000,11000,"[470100090, 934961164]",0,26843,0
Jonathan Freeman,M,977768905,2003-11-28,Junior,School of Arts and Sciences,0,0,['BS' 'RA' 'SA'],Suite,4000-6000,6000,[875516425],0,26848,0
Nicole Barrett,F,233340213,1999-10-10,Junior,School of Arts and Sciences,0,0,['TS' 'SA' 'RA'],Traditional Residence Hall,6000-8000,8000,"[313131915, 567792308]",0,26851,0
Wayne Lopez,M,967399872,2002-01-31,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['CS' 'BS' 'RA'],Suite,8000-11000,11000,[789737329],0,26869,0
Matthew Scott,M,760550608,2001-04-27,Junior,School of Arts and Sciences,0,0,['AH' 'NCA' 'RA'],Suite,4000-6000,6000,"[659397900, 900679396]",0,26879,0
Caitlin Norman MD,F,508363907,2004-08-06,Sophomore,School of Arts and Sciences,0,0,['MS' 'SA' 'MZH'],Apartment,8000-11000,11000,[355161852],0,26889,0
Charles Martinez,M,692878085,2000-07-18,Junior,School of Communication and Information,0,0,['NCA' 'BS' 'MS'],Apartment,4000-6000,6000,"[813740623, 196064017]",0,26903,0
Michael Salinas,M,373491744,2004-03-04,Senior,School of Arts and Sciences,0,0,['WS' 'BH' 'TS'],Suite,6000-8000,8000,[],0,26920,0
Tracey Wallace,F,314654388,1996-08-03,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,8000-10500,10500,"[863918283, 533698715]",0,26921,0
Gavin Hoover,M,908213602,2000-05-11,Sophomore,School of Arts and Sciences,0,0,['MS' 'WS' 'BS'],Suite,8000-11000,11000,"[280596945, 932366326]",0,26922,0
Joel Nelson,M,957915542,2005-08-30,Sophomore,Mason Gross School of the Arts,0,0,['NCA' 'SA' 'MS'],Suite,4000-6000,6000,"[496657278, 749629260]",0,26933,0
Kristen Jackson,F,576368645,2004-05-17,Sophomore,School of Arts and Sciences,0,0,['RA' 'BH' 'BS'],Traditional Residence Hall,8000-11000,11000,[716198652],0,26936,0
Charles Andrews,M,361388420,2000-04-09,Sophomore,School of Arts and Sciences,0,0,['BS' 'NCA' 'SA'],Apartment,4000-6000,6000,[],0,26939,0
Gary Thomas,M,466149041,2003-06-01,Junior,School of Arts and Sciences,0,0,['NCA' 'MRS' 'BS'],Traditional Residence Hall,4000-6000,6000,"[801323291, 477944968]",0,26942,0
Maria Dominguez,F,496938094,2003-06-14,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'RA' 'MRS'],Apartment,6000-8000,8000,[],0,26951,0
Adrian Jackson,M,796947699,2000-04-18,Sophomore,School of Environmental and Biological Sciences,0,0,['MZH' 'NCA' 'MS'],Suite,6000-8000,8000,[],0,26958,0
Kristin Lowe,F,882286220,2003-01-21,Sophomore,School of Management and Labor Relations,0,0,['BS' 'MS' 'JS'],Traditional Residence Hall,4000-6000,6000,"[541498278, 764493074]",0,26960,0
