name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,preferred_price_range,max_price,roommate_preferences,weights,lottery_number,assigned
Elizabeth Castillo,F,450445651,2004-07-01,Junior,School of Management and Labor Relations,0,0,['SA' 'BS' 'JS'],Traditional Residence Hall,8000-11000,11000,[428579563],0,32970,0
Wendy Watkins,F,476443403,2003-01-08,Sophomore,School of Arts and Sciences,0,0,['BS' 'NCA' 'MRS'],Traditional Residence Hall,4000-6000,6000,[],0,32986,0
Troy Orr,M,951037259,2002-05-14,Sophomore,Mason Gross School of the Arts,0,0,['RA' 'BS' 'SA'],Suite,4000-6000,6000,"[568305966, 593232503]",0,32993,0
Allen Powell,M,632554224,2003-04-30,Senior,School of Communication and Information,0,0,['WS' 'NCA' 'SA'],Apartment,4000-6000,6000,[],0,33027,0
Tracey Wallace,F,314654388,1996-08-03,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,8000-10500,10500,"[863918283, 533698715]",0,33034,0
Sonia Smith,F,745496877,2004-03-21,Junior,School of Arts and Sciences,0,0,['WS' 'RA' 'MS'],Suite,4000-6000,6000,[564749494],0,33039,0
Lisa Mendez,F,947816091,1995-04-25,Doctorate,Graduate School of Education,0,0,['BA' 'JA'],Apartment,8000-10500,10500,[],0,33043,0
Eddie Gordon,M,153623325,2000-12-01,Senior,School of Communication and Information,0,0,['MS' 'JS' 'RA'],Apartment,4000-6000,6000,[],0,33080,0
Jamie Nelson,F,554652019,2003-06-25,Junior,Mason Gross School of the Arts,0,0,['TS' 'RA' 'JS'],Suite,6000-8000,8000,[676170473],0,33085,0
Kelly Parker,F,207277198,2003-09-20,Senior,Mason Gross School of the Arts,0,0,['BS' 'SA' 'TS'],Suite,8000-11000,11000,[],0,33091,0
Erin Houston,F,839821189,2004-03-27,Junior,School of Arts and Sciences,0,0,['MRS' 'NCA' 'SA'],Suite,6000-8000,8000,"[656062486, 114667904]",0,33098,0
Sonya Hunt,F,798594833,2000-05-16,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['WS' 'BS' 'SA'],Traditional Residence Hall,8000-11000,11000,"[117109013, 773451074]",0,33108,0
Kyle Anderson,M,882439128,1995-02-10,Postdoctoral studies,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,10500-12000,12000,[134993469],0,33110,0
Steven Beltran,M,373591882,2002-09-23,Sophomore,School of Arts and Sciences,0,0,['RA' 'BS' 'TS'],Suite,4000-6000,6000,[116937477],0,33112,0
Scott Ellis,M,915339349,2004-03-29,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['MH' 'RA' 'TS'],Apartment,4000-6000,6000,[],0,33131,0
Amanda Gutierrez,F,727057871,2005-04-19,Junior,School of Arts and Sciences,0,0,['SA' 'JS' 'MZH'],Apartment,6000-8000,8000,[121908485],0,33133,0
Stephanie Clark,F,248022446,2000-11-25,Junior,School of Engineering,0,0,['MH' 'SA' 'CS'],Traditional Residence Hall,4000-6000,6000,[984385045],0,33157,0
Pamela Perez,F,985058516,2001-07-18,Junior,School of Communication and Information,0,0,['CS' 'BS' 'AH'],Traditional Residence Hall,4000-6000,6000,"[639916948, 216129701]",0,33189,0
James Burns,M,156985939,2003-07-16,Sophomore,Mason Gross School of the Arts,0,0,['MZH' 'MRS' 'MH'],Traditional Residence Hall,4000-6000,6000,"[306658806, 416310294]",0,33191,0
Bradley Flynn,M,137567566,1995-04-22,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,8000-10500,10500,[633234671],0,33195,0
Robert Pope,M,382420734,2004-09-20,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'RA' 'MH'],Apartment,4000-6000,6000,"[156733467, 374747399]",0,33201,0
Jacob Farley,M,230197250,2001-05-11,Junior,School of Arts and Sciences,0,0,['CS' 'WS' 'BS'],Traditional Residence Hall,6000-8000,8000,"[345936917, 685085673]",0,33206,0
Matthew Rodgers,M,607731734,1995-10-08,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,10500-12000,12000,"[625612670, 360974261]",0,33208,0
Maurice Hoffman,M,953878007,2003-12-15,Junior,School of Management and Labor Relations,0,0,['NCA' 'RA' 'MZH'],Apartment,8000-11000,11000,"[398446661, 927242708]",0,33214,0
Megan Carter,F,298444543,2002-01-13,Junior,School of Arts and Sciences,0,0,['NCA' 'TS' 'BS'],Suite,8000-11000,11000,"[529723516, 934959591]",0,33230,0
Jennifer Scott,F,940736653,2004-07-16,Sophomore,School of Environmental and Biological Sciences,0,0,['BS' 'JS' 'RA'],Apartment,6000-8000,8000,"[287098186, 815095011]",0,33281,0
Sandra Adams,F,938222451,2004-12-09,Senior,School of Engineering,0,0,['SA' 'MZH' 'BH'],Suite,6000-8000,8000,"[465842652, 995210145]",0,33299,0
Alfred Hebert,M,597149188,1999-07-06,Postdoctoral studies,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,8000-10500,10500,"[656982376, 373730660]",0,33299,0
Hayden Harrington,M,607003344,2001-10-20,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['WS' 'RA' 'MRS'],Suite,8000-11000,11000,[],0,33366,0
Danny Mack,M,574791663,2000-11-11,Junior,School of Social Work,0,0,['BS' 'SA' 'JS'],Apartment,8000-11000,11000,[256907200],0,33368,0
Craig Kennedy,M,553990916,2001-10-08,Sophomore,School of Environmental and Biological Sciences,0,0,['BS' 'MZH' 'MRS'],Suite,6000-8000,8000,[527510315],0,33369,0
Michael Harrison,M,753710818,2003-03-23,Junior,Mason Gross School of the Arts,0,0,['RA' 'BS' 'SA'],Suite,4000-6000,6000,"[384347422, 784226208]",0,33372,0
Daniel Barber,M,894504244,2000-06-11,Sophomore,Mason Gross School of the Arts,0,0,['BS' 'MH' 'NCA'],Suite,8000-11000,11000,"[368892403, 405911007]",0,33405,0
Kevin Collins,M,868203328,2003-09-02,Junior,School of Arts and Sciences,0,0,['SA' 'MRS' 'RA'],Suite,8000-11000,11000,[],0,33407,0
Andrew Jacobs,M,818787531,2004-05-23,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'WS' 'SA'],Suite,4000-6000,6000,"[321127500, 999063702]",0,33432,0
Robert Hill,M,238225182,2000-10-13,Sophomore,School of Arts and Sciences,0,0,['NCA' 'MZH' 'RA'],Suite,8000-11000,11000,[],0,33447,0
Scott Taylor,M,881156799,2002-10-14,Junior,School of Arts and Sciences,0,0,['AH' 'RA' 'MRS'],Apartment,6000-8000,8000,"[613401698, 805386932]",0,33460,0
Mary Cox,F,446066735,2001-11-13,Sophomore,School of Engineering,0,0,['NCA' 'WS' 'AH'],Suite,4000-6000,6000,[],0,33462,0
Patricia Patterson,F,589891974,2002-01-16,Sophomore,School of Engineering,0,0,['TS' 'BS' 'SA'],Apartment,6000-8000,8000,"[587129210, 959999164]",0,33465,0
Anna Williams,F,800261381,2005-01-22,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['RA' 'TS' 'WS'],Apartment,4000-6000,6000,[],0,33469,0
Michael Macias,M,268880999,2000-12-07,Junior,School of Arts and Sciences,0,0,['SA' 'BS' 'MS'],Suite,4000-6000,6000,"[138433923, 533734514]",0,33486,0
Justin Romero,M,536947367,2002-11-04,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'NCA' 'RA'],Traditional Residence Hall,4000-6000,6000,[],0,33493,0
Susan Jimenez,F,563345813,2001-05-11,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['CS' 'JS' 'AH'],Traditional Residence Hall,4000-6000,6000,"[400285525, 105415757]",0,33494,0
Gerald Smith,M,418917429,2000-12-31,Junior,School of Arts and Sciences,0,0,['RA' 'NCA' 'BS'],Suite,8000-11000,11000,"[328210514, 458104087]",0,33496,0
Robin Hurst,F,861733972,2002-07-29,Sophomore,School of Arts and Sciences,0,0,['BS' 'JS' 'MZH'],Apartment,8000-11000,11000,[],0,33496,0
Deborah Nelson,F,381997495,2002-10-09,Sophomore,School of Engineering,0,0,['BH' 'SA' 'MS'],Apartment,4000-6000,6000,[727315363],0,33502,0
Stanley Fox,M,654627902,2000-08-21,Junior,School of Arts and Sciences,0,0,['RA' 'BS' 'MRS'],Apartment,6000-8000,8000,"[923994080, 728086641]",0,33506,0
Tara Keller,F,304709056,1993-12-31,Doctorate,Graduate School of Education,0,0,['BA' 'JA'],Apartment,8000-10500,10500,[],0,33509,0
Daniel Alexander,M,527402922,1997-10-25,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,10500-12000,12000,"[189221116, 605713011]",0,33519,0
Carl Murillo,M,756903821,2000-04-04,Senior,School of Engineering,0,0,['AH' 'BH' 'SA'],Suite,8000-11000,11000,[960251977],0,33533,0
Brandon Barnes,M,668184687,1999-11-03,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['BS' 'BH' 'SA'],Apartment,4000-6000,6000,[193627109],0,33534,0
James Smith,M,508943813,2001-05-06,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'BS' 'SA'],Suite,6000-8000,8000,"[582608602, 491061504]",0,33534,0
Angela Silva,F,265409884,1996-05-17,Masters,Graduate School of Applied and Professional Psychology,0,0,['JA' 'BA'],Apartment,8000-10500,10500,[],0,33534,0
Marcus Collins,M,370340760,2002-12-11,Junior,School of Social Work,0,0,['BS' 'NCA' 'RA'],Suite,4000-6000,6000,"[756115002, 444616170]",0,33540,0
Amy Marshall MD,F,763511205,2005-06-24,Senior,School of Arts and Sciences,0,0,['BS' 'RA' 'SA'],Apartment,6000-8000,8000,"[347970216, 539450153]",0,33551,0
Joseph Jenkins,M,234179207,2001-03-07,Senior,School of Arts and Sciences,0,0,['NCA' 'SA' 'MH'],Traditional Residence Hall,6000-8000,8000,[],0,33558,0
Nicholas Carpenter,M,184397744,2005-03-23,Sophomore,School of Arts and Sciences,0,0,['CS' 'SA' 'BS'],Traditional Residence Hall,8000-11000,11000,[380253277],0,33559,0
Amanda Sparks,F,393142532,2001-04-11,Sophomore,School of Arts and Sciences,0,0,['NCA' 'RA' 'JS'],Suite,8000-11000,11000,[],0,33566,0
Lauren Lucero,F,116886782,2003-02-15,Sophomore,School of Arts and Sciences,0,0,['AH' 'BS' 'SA'],Suite,6000-8000,8000,[],0,33572,0
Jacob Barton,M,488640806,2003-11-26,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['TS' 'CS' 'SA'],Suite,4000-6000,6000,"[628784789, 270914908]",0,33591,0
Amanda Olson,F,197137710,2003-04-07,Junior,School of Arts and Sciences,0,0,['MRS' 'JS' 'WS'],Apartment,4000-6000,6000,[987532201],0,33608,0
Patrick Nunez,M,903842525,2003-09-18,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['MZH' 'BS' 'AH'],Traditional Residence Hall,6000-8000,8000,[],0,33612,0
Melissa Simmons,F,294048071,2005-07-11,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'BS' 'MZH'],Suite,4000-6000,6000,[630984730],0,33616,0
Tom Mcgrath,M,400946624,2001-08-12,Sophomore,School of Communication and Information,0,0,['RA' 'BS' 'SA'],Suite,8000-11000,11000,"[382511318, 842962414]",0,33623,0
Nicholas Mcdonald,M,619623986,2005-06-02,Sophomore,Mason Gross School of the Arts,0,0,['NCA' 'RA' 'MS'],Suite,4000-6000,6000,"[667805812, 407584308]",0,33640,0
Michael Thompson,M,818042591,2002-11-05,Junior,School of Engineering,0,0,['NCA' 'BS' 'MRS'],Apartment,8000-11000,11000,"[901997846, 436088618]",0,33643,0
Robert James,M,267624975,1993-11-29,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,8000-10500,10500,"[271147486, 400032436]",0,33673,0
Terry Johnson,M,593090004,1999-11-06,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,8000-10500,10500,[189788470],0,33689,0
Dwayne Calhoun,M,278211049,2002-05-12,Junior,Mason Gross School of the Arts,0,0,['MH' 'BS' 'NCA'],Apartment,4000-6000,6000,[],0,33690,0
Timothy Olson,M,238817762,2003-03-31,Junior,School of Communication and Information,0,0,['MH' 'SA' 'MS'],Traditional Residence Hall,8000-11000,11000,"[108998188, 513807167]",0,33695,0
Stephen Nelson,M,121650595,2001-06-08,Junior,School of Arts and Sciences,0,0,['NCA' 'BS' 'WS'],Traditional Residence Hall,4000-6000,6000,"[485533781, 774945862]",0,33703,0
Kelli Melendez,F,711031509,2004-06-28,Junior,School of Arts and Sciences,0,0,['MS' 'SA' 'NCA'],Suite,4000-6000,6000,[],0,33707,0
Alexander Hansen,M,983336173,2003-05-10,Senior,School of Arts and Sciences,0,0,['BS' 'MZH' 'NCA'],Suite,8000-11000,11000,[],0,33713,0
Christopher Young,M,987455250,1999-10-07,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'RA' 'TS'],Suite,6000-8000,8000,"[395726002, 997758214]",0,33745,0
Kevin Drake,M,726811323,1999-12-05,Junior,School of Social Work,0,0,['MS' 'CS' 'NCA'],Suite,4000-6000,6000,"[863659048, 745592707]",0,33761,0
Jenna Murillo,F,585244747,2000-08-03,Junior,Mason Gross School of the Arts,0,0,['MZH' 'RA' 'SA'],Apartment,8000-11000,11000,[247830239],0,33762,0
Gavin Hoover,M,908213602,2000-05-11,Sophomore,School of Arts and Sciences,0,0,['MS' 'WS' 'BS'],Suite,8000-11000,11000,"[280596945, 932366326]",0,33774,0
Amy Brennan,F,147170411,2002-03-23,Sophomore,School of Management and Labor Relations,0,0,['RA' 'MS' 'NCA'],Apartment,4000-6000,6000,[654091819],0,33774,0
Dr. Kevin Carter MD,M,747005230,2004-12-05,Sophomore,School of Arts and Sciences,0,0,['SA' 'MRS' 'NCA'],Apartment,4000-6000,6000,[849268771],0,33777,0
Jason Lindsey,M,848407014,2001-09-17,Sophomore,Mason Gross School of the Arts,0,0,['NCA' 'BS' 'AH'],Suite,4000-6000,6000,[],0,33783,0
Tim Kennedy,M,883600595,2004-12-29,Sophomore,Mason Gross School of the Arts,0,0,['BS' 'SA' 'MZH'],Suite,6000-8000,8000,"[354966888, 105999231]",0,33788,0
Joshua Hall,M,743533859,2003-12-25,Junior,School of Communication and Information,0,0,['SA' 'BH' 'BS'],Apartment,8000-11000,11000,"[976302635, 805436772]",0,33795,0
Derek Watson,M,758188738,1999-12-17,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'WS' 'SA'],Apartment,8000-11000,11000,"[960268190, 299179187]",0,33805,0
Kevin Perez,M,843238165,2001-11-30,Sophomore,School of Arts and Sciences,0,0,['NCA' 'BS' 'RA'],Suite,4000-6000,6000,"[894719020, 500063868]",0,33820,0
Anita Moore DVM,F,926013799,2003-11-29,Junior,School of Arts and Sciences,0,0,['MZH' 'SA' 'BH'],Suite,8000-11000,11000,"[408595975, 845254560]",0,33821,0
Francisco Woods,M,237948689,2004-08-02,Junior,School of Engineering,0,0,['BS' 'RA' 'SA'],Suite,4000-6000,6000,"[349505316, 822638359]",0,33822,0
Terri Baxter,F,266266929,2000-01-20,Senior,School of Environmental and Biological Sciences,0,0,['BH' 'BS' 'SA'],Suite,6000-8000,8000,"[198078065, 513728371]",0,33831,0
Craig Adams,M,754226909,2001-07-25,Senior,School of Engineering,0,0,['BS' 'MH' 'TS'],Traditional Residence Hall,4000-6000,6000,[],0,33839,0
Adrienne Lloyd,F,230798034,2001-04-15,Junior,School of Environmental and Biological Sciences,0,0,['MZH' 'NCA' 'SA'],Traditional Residence Hall,6000-8000,8000,[867820882],0,33853,0
Taylor Foster,F,425786946,2003-11-26,Sophomore,School of Arts and Sciences,0,0,['NCA' 'TS' 'AH'],Suite,8000-11000,11000,[],0,33866,0
David Hopkins,M,306434366,2000-04-02,Junior,School of Arts and Sciences,0,0,['NCA' 'BS' 'SA'],Apartment,8000-11000,11000,[],0,33870,0
Thomas Weiss,M,372829395,2003-06-21,Sophomore,School of Arts and Sciences,0,0,['BS' 'NCA' 'MRS'],Apartment,4000-6000,6000,"[825162683, 752770207]",0,33871,0
Jeffrey Tran,M,786793991,2001-11-23,Senior,School of Arts and Sciences,0,0,['BS' 'SA' 'TS'],Apartment,4000-6000,6000,[466659612],0,33882,0
Chelsea Edwards,F,294015405,1999-11-02,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,10500-12000,12000,"[321144309, 626702785]",0,33905,0
Frank Johnson,M,595889064,2000-04-05,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,8000-10500,10500,"[211644990, 874272260]",0,33908,0
Annette Abbott,F,192497760,2005-03-15,Junior,Mason Gross School of the Arts,0,0,['BH' 'TS' 'RA'],Apartment,8000-11000,11000,"[843481681, 913822960]",0,33911,0
Kristin Carter,F,502546825,1996-04-18,Doctorate,Graduate School of Education,0,0,['JA' 'BA'],Apartment,10500-12000,12000,[],0,33912,0
Larry Gonzales,M,996350985,2004-06-24,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['MH' 'RA' 'BS'],Apartment,8000-11000,11000,[],0,33922,0
Renee Smith,F,637297435,2004-08-09,Sophomore,School of Arts and Sciences,0,0,['NCA' 'TS' 'RA'],Suite,8000-11000,11000,"[910382099, 392346293]",0,33942,0
Joseph Mclaughlin,M,933918300,2005-09-15,Sophomore,School of Environmental and Biological Sciences,0,0,['CS' 'SA' 'MRS'],Suite,4000-6000,6000,[],0,33943,0
Jason Allen,M,816213027,2001-07-05,Junior,School of Arts and Sciences,0,0,['BS' 'CS' 'NCA'],Suite,4000-6000,6000,"[592998183, 735185715]",0,33954,0
Lisa Steele,F,774453233,2000-08-03,Junior,School of Arts and Sciences,0,0,['BS' 'MRS' 'NCA'],Suite,6000-8000,8000,"[306434115, 940890525]",0,33958,0
Shannon Murray,F,498336087,2004-02-12,Junior,School of Engineering,0,0,['RA' 'BS' 'JS'],Suite,8000-11000,11000,[231932467],0,33960,0
Thomas Waller,M,594175309,2000-03-18,Sophomore,School of Arts and Sciences,0,0,['BS' 'MH' 'MZH'],Suite,4000-6000,6000,"[654238594, 207385604]",0,33972,0
Kevin Gray,M,953684028,2004-11-07,Junior,School of Communication and Information,0,0,['MS' 'TS' 'RA'],Apartment,6000-8000,8000,[],0,33975,0
Christopher Cortez,M,157584737,2004-09-09,Senior,School of Arts and Sciences,0,0,['BS' 'MZH' 'WS'],Suite,8000-11000,11000,"[455216371, 157141751]",0,33977,0
Erica Brown,F,192646689,2004-05-05,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['BH' 'MH' 'BS'],Traditional Residence Hall,8000-11000,11000,[608338260],0,33981,0
Julia Pierce,F,532628519,2005-02-09,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['JS' 'TS' 'SA'],Traditional Residence Hall,4000-6000,6000,[889147286],0,33999,0
Timothy Scott,M,410168580,2002-08-20,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'AH' 'MRS'],Suite,4000-6000,6000,[],0,34014,0
Kevin Casey,M,323178187,2003-07-23,Sophomore,School of Communication and Information,0,0,['BS' 'BH' 'WS'],Suite,8000-11000,11000,"[272851372, 830447940]",0,34016,0
Jennifer Robinson,F,207019960,2004-02-18,Sophomore,School of Management and Labor Relations,0,0,['WS' 'AH' 'BS'],Suite,6000-8000,8000,"[447054254, 631230635]",0,34021,0
Diane Jackson,F,868044556,2001-04-08,Sophomore,School of Communication and Information,0,0,['BS' 'RA' 'SA'],Suite,4000-6000,6000,[130200618],0,34029,0
Michael Waller,M,248157469,2004-10-20,Sophomore,School of Engineering,0,0,['RA' 'MH' 'JS'],Suite,8000-11000,11000,"[601521804, 898011561]",0,34039,0
Raymond Lutz,M,135587111,2005-09-17,Senior,School of Arts and Sciences,0,0,['TS' 'SA' 'BS'],Traditional Residence Hall,6000-8000,8000,"[602395699, 772236253]",0,34039,0
Gregory Jones,M,470604498,2001-10-08,Junior,School of Arts and Sciences,0,0,['SA' 'CS' 'BS'],Traditional Residence Hall,4000-6000,6000,[],0,34040,0
Nathaniel Velez,M,547120995,2000-05-06,Sophomore,School of Arts and Sciences,0,0,['JS' 'RA' 'WS'],Apartment,4000-6000,6000,"[159957877, 889697788]",0,34043,0
Benjamin Warren,M,697877564,2000-02-29,Junior,School of Environmental and Biological Sciences,0,0,['MH' 'AH' 'MRS'],Apartment,4000-6000,6000,[718731906],0,34059,0
Sandra Gonzales,F,667229463,2003-11-09,Sophomore,School of Engineering,0,0,['MS' 'CS' 'RA'],Apartment,8000-11000,11000,"[195130630, 512245444]",0,34071,0
Jennifer Watkins,F,468223646,2000-09-25,Junior,School of Social Work,0,0,['RA' 'BS' 'MRS'],Traditional Residence Hall,6000-8000,8000,"[423157644, 316205768]",0,34083,0
Nathan Ramirez,M,698037712,2000-04-06,Sophomore,School of Engineering,0,0,['JS' 'MRS' 'TS'],Apartment,4000-6000,6000,"[355893811, 267482757]",0,34089,0
Derrick Lee,M,238705956,2005-07-22,Sophomore,School of Communication and Information,0,0,['BH' 'BS' 'RA'],Traditional Residence Hall,8000-11000,11000,[179710267],0,34097,0
Sandra Hendricks,F,892880422,2003-12-02,Sophomore,School of Management and Labor Relations,0,0,['AH' 'RA' 'BS'],Suite,8000-11000,11000,[],0,34104,0
Gregory Smith,M,744184579,2004-12-11,Junior,School of Environmental and Biological Sciences,0,0,['SA' 'RA' 'MH'],Suite,4000-6000,6000,"[885571108, 112625437]",0,34122,0
Susan Fitzgerald,F,768936438,2001-08-21,Senior,School of Arts and Sciences,0,0,['NCA' 'RA' 'SA'],Apartment,8000-11000,11000,[],0,34127,0
Rhonda Travis,F,186217793,2001-05-21,Sophomore,School of Arts and Sciences,0,0,['MS' 'BS' 'MRS'],Suite,8000-11000,11000,"[875646345, 522294515]",0,34131,0
Matthew Flores DDS,M,154867839,2003-05-07,Sophomore,School of Arts and Sciences,0,0,['AH' 'NCA' 'BH'],Apartment,4000-6000,6000,[],0,34137,0
Julie Davis,F,455917636,2003-10-11,Senior,School of Arts and Sciences,0,0,['MZH' 'MRS' 'BS'],Traditional Residence Hall,8000-11000,11000,[],0,34142,0
Johnny Price,M,789584045,2002-08-01,Senior,School of Arts and Sciences,0,0,['MZH' 'MS' 'MH'],Suite,4000-6000,6000,"[298450634, 202501605]",0,34154,0
Jason Gibson,M,751433592,1995-06-29,Doctorate,Graduate School of Applied and Professional Psychology,0,0,['BA' 'JA'],Apartment,10500-12000,12000,"[870390283, 386748735]",0,34179,0
Sherry Smith,F,275891043,2002-10-07,Sophomore,School of Arts and Sciences,0,0,['TS' 'SA' 'BS'],Suite,4000-6000,6000,[],0,34196,0
Dr. Robert Williams,M,620906010,2004-06-09,Sophomore,School of Arts and Sciences,0,0,['MH' 'RA' 'BS'],Traditional Residence Hall,4000-6000,6000,"[240392643, 426125280]",0,34198,0
Douglas Kemp,M,267265799,2004-08-01,Junior,School of Arts and Sciences,0,0,['MRS' 'SA' 'BS'],Traditional Residence Hall,4000-6000,6000,"[941515282, 349043348]",0,34199,0
Mary Kelley,F,835081503,1995-01-01,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,8000-10500,10500,"[510864125, 996544233]",0,34211,0
Jonathan Franco,M,208046417,2005-05-26,Sophomore,Mason Gross School of the Arts,0,0,['SA' 'BS' 'NCA'],Apartment,8000-11000,11000,[],0,34219,0
Erika Santiago,F,234718382,2002-06-09,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['NCA' 'CS' 'TS'],Traditional Residence Hall,4000-6000,6000,"[962241960, 714666043]",0,34225,0
Debbie Kelly,F,990625206,2003-04-20,Junior,School of Arts and Sciences,0,0,['BS' 'SA' 'RA'],Apartment,8000-11000,11000,"[871595774, 260722701]",0,34249,0
Julie Swanson,F,419202746,1999-11-18,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,8000-10500,10500,[],0,34273,0
Tyler Chambers,M,193847109,2000-02-19,Senior,School of Management and Labor Relations,0,0,['SA' 'NCA' 'MS'],Traditional Residence Hall,4000-6000,6000,[103386920],0,34275,0
Mark Lopez,M,921176316,2004-01-13,Junior,School of Arts and Sciences,0,0,['MS' 'NCA' 'WS'],Traditional Residence Hall,8000-11000,11000,"[575203798, 826421023]",0,34276,0
David Garza,M,688137009,2001-01-27,Senior,School of Engineering,0,0,['SA' 'RA' 'NCA'],Suite,8000-11000,11000,"[209352492, 481332853]",0,34283,0
Brenda Taylor,F,269637677,2000-02-04,Sophomore,School of Arts and Sciences,0,0,['MS' 'MRS' 'NCA'],Suite,4000-6000,6000,[],0,34286,0
Brendan Dunn,M,121605285,2000-08-09,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'BS' 'JS'],Apartment,6000-8000,8000,[754194369],0,34294,0
David Wilson,M,215386751,2002-06-08,Sophomore,School of Communication and Information,0,0,['BS' 'MZH' 'SA'],Apartment,8000-11000,11000,[],0,34301,0
Jennifer Nguyen,F,378671036,1997-10-31,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,8000-10500,10500,"[398860749, 338601178]",0,34306,0
Colleen Martinez,F,226832610,2005-09-15,Senior,School of Communication and Information,0,0,['SA' 'MH' 'WS'],Apartment,8000-11000,11000,[],0,34313,0
Elizabeth Brown,F,529197550,2004-04-24,Junior,School of Arts and Sciences,0,0,['RA' 'MH' 'BS'],Apartment,8000-11000,11000,"[473625612, 433525571]",0,34317,0
Kathleen Jones,F,217214658,2000-09-26,Senior,School of Arts and Sciences,0,0,['MRS' 'SA' 'TS'],Apartment,8000-11000,11000,"[186706365, 876568302]",0,34326,0
James Chen,M,418648622,2000-04-06,Sophomore,School of Arts and Sciences,0,0,['AH' 'NCA' 'CS'],Suite,4000-6000,6000,[],0,34333,0
Eddie Taylor,M,165969890,2001-03-04,Junior,School of Arts and Sciences,0,0,['NCA' 'JS' 'SA'],Traditional Residence Hall,4000-6000,6000,"[811511956, 558082701]",0,34342,0
Mary Landry,F,477986985,2003-05-30,Sophomore,School of Engineering,0,0,['TS' 'BS' 'RA'],Suite,4000-6000,6000,[],0,34350,0
Sarah Larson,F,326900602,1994-05-02,Doctorate,Graduate School of Applied and Professional Psychology,0,0,['JA' 'BA'],Apartment,10500-12000,12000,"[765995181, 700183299]",0,34356,0
Shelly Johnson,F,923031537,2003-04-01,Sophomore,School of Arts and Sciences,0,0,['RA' 'NCA' 'MH'],Apartment,4000-6000,6000,"[653079386, 849055955]",0,34377,0
Cindy Howell,F,699503416,2003-05-21,Sophomore,School of Environmental and Biological Sciences,0,0,['BS' 'NCA' 'MZH'],Suite,8000-11000,11000,"[814558008, 807195863]",0,34378,0
Bryan Schneider,M,874049453,2003-12-20,Junior,School of Arts and Sciences,0,0,['NCA' 'AH' 'JS'],Apartment,4000-6000,6000,[],0,34388,0
Kelli Thompson,F,139392252,1996-09-24,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,8000-10500,10500,"[255939123, 779236375]",0,34393,0
Jamie Harper,F,627498809,1998-03-30,Doctorate,Graduate School of Applied and Professional Psychology,0,0,['BA' 'JA'],Apartment,10500-12000,12000,"[490946433, 178699396]",0,34401,0
Jared Lowe,M,403916484,2000-09-26,Junior,School of Arts and Sciences,0,0,['BS' 'MH' 'JS'],Apartment,4000-6000,6000,"[229204319, 558426493]",0,34406,0
Amanda Williams,F,683832089,2005-06-25,Sophomore,School of Communication and Information,0,0,['SA' 'BS' 'NCA'],Suite,4000-6000,6000,"[686990576, 346763907]",0,34444,0
Jason Edwards,M,414126143,2004-08-17,Junior,School of Engineering,0,0,['RA' 'BS' 'SA'],Suite,8000-11000,11000,[904012299],0,34451,0
Ann Scott,F,711118054,1993-11-07,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,8000-10500,10500,"[343295051, 579834961]",0,34457,0
