name,sex,RUID,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,preferred_price_range,max_price,roommate_preferences,weights,lottery_number,assigned
Timothy Meyer,M,517136103,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'NCA' 'RA'],Traditional Residence Hall,1,8000-11000,12000,"[777342549, 227797283]",0,8850,0
Timothy Bowers,M,154070887,Junior,School of Communication and Information,0,0,['SA' 'BS' 'NCA'],Suite,1,8000-11000,12000,[],0,8860,0
James Davis,M,797865371,Sophomore,School of Arts and Sciences,0,0,['WS' 'BS' 'MH'],Apartment,1,4000-6000,7000,[950328706],0,8869,0
Dr. Kristina Collins MD,F,235297338,Junior,School of Environmental and Biological Sciences,0,0,['WS' 'TS' 'RA'],Traditional Residence Hall,1,4000-6000,7000,"[476114076, 368573664]",0,8870,0
Mark Jones,M,119162562,Sophomore,School of Arts and Sciences,0,0,['NCA' 'MZH' 'CS'],Traditional Residence Hall,1,8000-11000,12000,[],0,8872,0
Shannon Patton,F,337997864,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,9000-10500,11500,[],0,8872,0
Walter Garcia,M,275564395,Sophomore,School of Engineering,0,0,['WS' 'RA' 'MH'],Suite,1,6000-8000,9000,"[637158392, 111266509]",0,8876,0
Brady Miller,M,693226667,Sophomore,School of Social Work,0,0,['SA' 'BS' 'CS'],Traditional Residence Hall,1,8000-11000,12000,"[787949534, 682151911]",0,8881,0
Melissa Weber,F,639949870,Junior,School of Management and Labor Relations,0,0,['RA' 'BS' 'NCA'],Suite,1,8000-11000,12000,"[230902637, 126291598]",0,8894,0
Paul Obrien,M,443874628,Senior,School of Arts and Sciences,0,0,['AH' 'JS' 'RA'],Suite,1,8000-11000,12000,[768798102],0,8895,0
Amy Cortez,F,662213057,Sophomore,School of Engineering,0,0,['CS' 'AH' 'BH'],Traditional Residence Hall,1,8000-11000,12000,[],0,8900,0
Rhonda Welch,F,787949534,Sophomore,School of Engineering,0,0,['RA' 'BS' 'JS'],Suite,1,8000-11000,12000,"[693226667, 682151911]",0,8906,0
Barry Lynch,M,422385882,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,10500-12000,13000,"[206428496, 808127824]",0,8906,0
Zachary Rush,M,330749200,Sophomore,Mason Gross School of the Arts,0,0,['AH' 'BS' 'RA'],Suite,1,6000-8000,9000,[],0,8926,0
Sean Gray,M,316495685,Sophomore,School of Arts and Sciences,0,0,['CS' 'MS' 'TS'],Apartment,1,4000-6000,7000,"[709388631, 529721937]",0,8940,0
Dawn Underwood,F,566295760,Junior,School of Communication and Information,0,0,['MRS' 'SA' 'BS'],Suite,1,6000-8000,9000,[],0,8949,0
Julie Lopez,F,541617388,Sophomore,School of Engineering,0,0,['RA' 'SA' 'AH'],Apartment,1,8000-11000,12000,"[842488083, 604974368]",0,8985,0
David Moore,M,306730447,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['NCA' 'TS' 'BS'],Suite,1,6000-8000,9000,[],0,8991,0
Lindsey Browning,F,300864700,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'JS' 'SA'],Apartment,1,8000-11000,12000,"[924475394, 805117727]",0,8992,0
Mark Chen,M,336853738,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'MZH' 'NCA'],Suite,1,8000-11000,12000,"[898116032, 177651709]",0,8995,0
Peter Hanson,M,244667031,Junior,School of Social Work,0,0,['TS' 'BS' 'SA'],Traditional Residence Hall,1,8000-11000,12000,"[881458781, 931090335]",0,9003,0
Raymond Giles,M,322086678,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['MS' 'JS' 'BS'],Suite,1,8000-11000,12000,[],0,9009,0
Jimmy Johnson,M,400038702,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'CS' 'SA'],Suite,1,4000-6000,7000,[822718961],0,9011,0
Scott Moss,M,497705028,Sophomore,Mason Gross School of the Arts,0,0,['BS' 'NCA' 'MH'],Traditional Residence Hall,1,6000-8000,9000,[],0,9019,0
Austin Price,M,353943187,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['NCA' 'MZH' 'RA'],Suite,1,6000-8000,9000,"[745153269, 559206280]",0,9024,0
Jennifer Anderson,F,182806221,Sophomore,School of Arts and Sciences,0,0,['SA' 'NCA' 'BS'],Traditional Residence Hall,1,4000-6000,7000,"[502647216, 645408638]",0,9033,0
Mark Harris,M,986062043,Senior,Mason Gross School of the Arts,0,0,['NCA' 'RA' 'MRS'],Apartment,1,4000-6000,7000,"[412115087, 131402808]",0,9041,0
Catherine Odonnell,F,533728775,Sophomore,School of Arts and Sciences,0,0,['NCA' 'BS' 'RA'],Suite,1,8000-11000,12000,[335540709],0,9042,0
Amy Jacobs,F,772086371,Doctorate,Graduate School of Education,0,0,['JA' 'BA'],Apartment,1,9000-10500,11500,[],0,9043,0
Jamie Carter PhD,F,328260343,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,10500-12000,13000,[],0,9052,0
Dana Hatfield,F,162314943,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'MS' 'SA'],Apartment,1,8000-11000,12000,[],0,9078,0
Patty Smith,F,874951269,Sophomore,Mason Gross School of the Arts,0,0,['NCA' 'SA' 'MS'],Suite,1,6000-8000,9000,[949367149],0,9088,0
Michael Dunn,M,568741410,Sophomore,School of Arts and Sciences,0,0,['JS' 'BS' 'AH'],Suite,1,8000-11000,12000,[765272204],0,9106,0
James Watkins,M,340411000,Sophomore,School of Communication and Information,0,0,['NCA' 'BH' 'MS'],Suite,1,8000-11000,12000,"[521568200, 646928074]",0,9111,0
Deborah Zuniga,F,709896386,Sophomore,School of Arts and Sciences,0,0,['NCA' 'JS' 'MH'],Suite,1,8000-11000,12000,[],0,9126,0
Courtney Young,F,701354917,Junior,School of Arts and Sciences,0,0,['MRS' 'RA' 'WS'],Apartment,1,6000-8000,9000,"[662628615, 962706004]",0,9144,0
Christopher Moore,M,259503133,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,9000-10500,11500,"[106103230, 824202999]",0,9163,0
Christina Powers,F,805045602,Sophomore,School of Arts and Sciences,0,0,['BS' 'RA' 'MRS'],Suite,1,4000-6000,7000,"[424485882, 172436843]",0,9171,0
Angel White,F,436781197,Junior,School of Arts and Sciences,0,0,['NCA' 'RA' 'BS'],Traditional Residence Hall,1,8000-11000,12000,"[141612062, 938377782]",0,9172,0
Savannah Rodriguez,F,563930408,Junior,School of Arts and Sciences,0,0,['RA' 'BH' 'SA'],Suite,1,4000-6000,7000,"[856877521, 236643966]",0,9177,0
Kim Smith,F,177651709,Junior,School of Arts and Sciences,0,0,['MRS' 'BS' 'MZH'],Apartment,1,8000-11000,12000,[336853738],0,9185,0
Jasmine Anderson,F,713106662,Senior,School of Communication and Information,0,0,['BS' 'RA' 'BH'],Traditional Residence Hall,1,4000-6000,7000,"[512688886, 926440653]",0,9188,0
Patricia Edwards,F,536617216,Junior,School of Arts and Sciences,0,0,['NCA' 'RA' 'AH'],Apartment,1,6000-8000,9000,[748017094],0,9189,0
James Williams,M,731549383,Senior,School of Arts and Sciences,0,0,['MZH' 'SA' 'MRS'],Suite,1,6000-8000,9000,"[488682687, 298995148]",0,9190,0
Crystal White,F,781007150,Sophomore,School of Management and Labor Relations,0,0,['MZH' 'TS' 'BH'],Suite,1,8000-11000,12000,[923329630],0,9199,0
Justin Brown,M,918415969,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,10500-12000,13000,"[471616755, 240503018]",0,9217,0
Daniel Powell,M,756495167,Sophomore,School of Environmental and Biological Sciences,0,0,['MS' 'CS' 'BS'],Traditional Residence Hall,1,6000-8000,9000,[],0,9237,0
Benjamin Lopez,M,501168642,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,9000-10500,11500,[],0,9237,0
Daniel Mcdonald,M,606524785,Sophomore,School of Arts and Sciences,0,0,['SA' 'RA' 'BS'],Apartment,1,8000-11000,12000,"[957289830, 410737758]",0,9243,0
Anna Brooks,F,463225424,Junior,School of Arts and Sciences,0,0,['SA' 'NCA' 'MZH'],Suite,1,8000-11000,12000,[256936774],0,9246,0
Katherine Peterson,F,760528116,Junior,School of Communication and Information,0,0,['BS' 'MH' 'TS'],Apartment,1,6000-8000,9000,"[408601102, 473872624]",0,9248,0
Alison Ramirez,F,539693299,Sophomore,School of Arts and Sciences,0,0,['MS' 'NCA' 'BS'],Traditional Residence Hall,1,8000-11000,12000,[415811551],0,9251,0
Sarah Porter,F,701753337,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'MS' 'SA'],Apartment,1,8000-11000,12000,[580230698],0,9258,0
Maria Williams,F,640628495,Sophomore,School of Arts and Sciences,0,0,['NCA' 'BS' 'MH'],Traditional Residence Hall,1,4000-6000,7000,[111005098],0,9263,0
Colton Wang,M,398934250,Sophomore,Mason Gross School of the Arts,0,0,['SA' 'TS' 'NCA'],Apartment,1,4000-6000,7000,"[779899002, 618093573]",0,9274,0
Kathryn Jones,F,908388649,Sophomore,School of Arts and Sciences,0,0,['BS' 'MZH' 'TS'],Suite,1,8000-11000,12000,"[941243464, 673084536]",0,9275,0
Marcia Gross,F,352911477,Sophomore,School of Communication and Information,0,0,['SA' 'JS' 'NCA'],Suite,1,4000-6000,7000,[574007214],0,9276,0
Katherine Barnes,F,356448703,Sophomore,School of Arts and Sciences,0,0,['MS' 'NCA' 'MZH'],Suite,1,8000-11000,12000,[222703106],0,9290,0
Phyllis Kelly,F,492061430,Sophomore,School of Arts and Sciences,0,0,['SA' 'MRS' 'NCA'],Suite,1,8000-11000,12000,[],0,9293,0
Keith Hall,M,142392323,Sophomore,School of Arts and Sciences,0,0,['JS' 'SA' 'BS'],Apartment,1,8000-11000,12000,[],0,9295,0
Lisa Ward,F,384482777,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'AH' 'BS'],Suite,1,8000-11000,12000,"[383982540, 722621556]",0,9302,0
Brandon Collins,M,662000911,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,10500-12000,13000,"[455904531, 652502586]",0,9317,0
Caleb Carter,M,989571253,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,9000-10500,11500,[106601952],0,9327,0
Roy Coleman,M,508309097,Sophomore,School of Communication and Information,0,0,['RA' 'SA' 'AH'],Suite,1,4000-6000,7000,[],0,9340,0
Tonya Pearson,F,608179551,Junior,School of Arts and Sciences,0,0,['MS' 'RA' 'MZH'],Apartment,1,4000-6000,7000,"[589745250, 540000919]",0,9345,0
Betty Hicks,F,344499048,Sophomore,School of Environmental and Biological Sciences,0,0,['AH' 'NCA' 'TS'],Apartment,1,4000-6000,7000,[841153819],0,9351,0
Cody Waller Jr.,M,225922460,Junior,School of Communication and Information,0,0,['MRS' 'AH' 'BS'],Apartment,1,8000-11000,12000,"[620911383, 788605737]",0,9351,0
Phillip Rush,M,662405082,Sophomore,School of Communication and Information,0,0,['AH' 'WS' 'BH'],Traditional Residence Hall,1,6000-8000,9000,"[748688681, 670529381]",0,9353,0
Patrick Smith,M,319433960,Sophomore,School of Arts and Sciences,0,0,['SA' 'MZH' 'RA'],Apartment,1,8000-11000,12000,"[120055507, 693148250]",0,9360,0
Lindsey Alvarez,F,306570025,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['MRS' 'BS' 'MH'],Suite,1,8000-11000,12000,[352705460],0,9366,0
Aaron Flores,M,588605310,Senior,School of Arts and Sciences,0,0,['TS' 'CS' 'BH'],Suite,1,8000-11000,12000,"[912353567, 817495279]",0,9443,0
Kenneth Garcia,M,566939904,Sophomore,Mason Gross School of the Arts,0,0,['BS' 'NCA' 'RA'],Apartment,1,8000-11000,12000,[],0,9447,0
Christy Arnold,F,202160107,Sophomore,School of Arts and Sciences,0,0,['BS' 'TS' 'SA'],Apartment,1,8000-11000,12000,[872748473],0,9451,0
Timothy Poole,M,805123154,Junior,School of Arts and Sciences,0,0,['MS' 'RA' 'JS'],Traditional Residence Hall,1,6000-8000,9000,[576878376],0,9455,0
Tara Banks,F,231464598,Senior,Mason Gross School of the Arts,0,0,['BS' 'RA' 'MH'],Apartment,1,8000-11000,12000,[],0,9461,0
Amber Acosta,F,697361063,Junior,School of Arts and Sciences,0,0,['MS' 'NCA' 'BS'],Apartment,1,8000-11000,12000,[846430918],0,9464,0
Deborah Walton,F,310383546,Junior,School of Arts and Sciences,0,0,['TS' 'AH' 'SA'],Traditional Residence Hall,1,4000-6000,7000,[596515890],0,9470,0
Bobby Mccormick,M,917371192,Junior,Mason Gross School of the Arts,0,0,['NCA' 'BS' 'CS'],Apartment,1,8000-11000,12000,"[265945020, 498618031]",0,9517,0
Patrick Blackburn,M,185006466,Sophomore,School of Arts and Sciences,0,0,['NCA' 'MZH' 'JS'],Apartment,1,8000-11000,12000,[],0,9542,0
Shawn Yang,M,555400604,Junior,School of Arts and Sciences,0,0,['SA' 'MZH' 'RA'],Suite,1,8000-11000,12000,[],0,9567,0
Keith Arnold,M,589437256,Junior,School of Arts and Sciences,0,0,['MS' 'SA' 'BS'],Apartment,1,6000-8000,9000,[872773681],0,9568,0
Wendy Taylor,F,458840935,Sophomore,School of Engineering,0,0,['JS' 'RA' 'AH'],Apartment,1,8000-11000,12000,[459502415],0,9575,0
Pamela Stevens,F,915530547,Senior,School of Arts and Sciences,0,0,['BS' 'NCA' 'SA'],Suite,1,8000-11000,12000,"[992169344, 179524590]",0,9582,0
Mr. Kristopher Malone,M,543873708,Sophomore,School of Arts and Sciences,0,0,['RA' 'MS' 'SA'],Suite,1,8000-11000,12000,[],0,9587,0
Jesse Williams,M,217823923,Junior,School of Arts and Sciences,0,0,['RA' 'BS' 'NCA'],Suite,1,6000-8000,9000,[296335859],0,9605,0
Kenneth Miller,M,827094781,Junior,School of Arts and Sciences,0,0,['MZH' 'RA' 'BS'],Traditional Residence Hall,1,6000-8000,9000,"[975859787, 693944088]",0,9617,0
Deborah Harrison,F,623203232,Senior,School of Social Work,0,0,['JS' 'MRS' 'SA'],Apartment,1,8000-11000,12000,[630040164],0,9625,0
Jeffrey Spencer,M,583117422,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['CS' 'BS' 'NCA'],Apartment,1,8000-11000,12000,"[505009206, 888492142]",0,9634,0
Jacob Jones,M,637161259,Junior,School of Arts and Sciences,0,0,['WS' 'JS' 'NCA'],Suite,1,4000-6000,7000,"[557251003, 309322207]",0,9637,0
Elizabeth White,F,446049684,Junior,School of Communication and Information,0,0,['TS' 'NCA' 'CS'],Suite,1,8000-11000,12000,"[762604161, 736735962]",0,9647,0
Jon Williams,M,233313715,Junior,School of Arts and Sciences,0,0,['NCA' 'RA' 'BS'],Suite,1,8000-11000,12000,[],0,9647,0
Kevin Kline,M,147275387,Senior,School of Management and Labor Relations,0,0,['WS' 'NCA' 'SA'],Apartment,1,8000-11000,12000,"[145823196, 564396263]",0,9651,0
Douglas Leonard,M,967451797,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,10500-12000,13000,[],0,9656,0
Carolyn Carrillo,F,565069464,Senior,School of Engineering,0,0,['BS' 'AH' 'RA'],Suite,1,4000-6000,7000,[],0,9661,0
Margaret Clarke,F,363782365,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,10500-12000,13000,[],0,9680,0
Jason Rivera,M,445979501,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,10500-12000,13000,"[584783331, 866293732]",0,9711,0
Darren Ward,M,198354464,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,10500-12000,13000,"[220815256, 243553815]",0,9723,0
Donald Hunter,M,973350460,Sophomore,School of Arts and Sciences,0,0,['SA' 'MH' 'RA'],Apartment,1,8000-11000,12000,[179623352],0,9727,0
Dennis Smith,M,639190389,Sophomore,School of Arts and Sciences,0,0,['MH' 'BS' 'SA'],Apartment,1,8000-11000,12000,"[965854684, 241389790]",0,9736,0
Angela Hayes,F,265012646,Junior,School of Social Work,0,0,['BS' 'NCA' 'TS'],Traditional Residence Hall,1,8000-11000,12000,[531342157],0,9742,0
Nathaniel Nelson,M,782445407,Junior,Mason Gross School of the Arts,0,0,['BS' 'MH' 'SA'],Suite,1,8000-11000,12000,[],0,9770,0
Stacey Santos,F,178373961,Sophomore,School of Social Work,0,0,['RA' 'SA' 'NCA'],Apartment,1,8000-11000,12000,"[871517055, 583520529]",0,9772,0
Alyssa Franklin,F,933744275,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,10500-12000,13000,[],0,9805,0
Lauren Ramirez,F,670957015,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,9000-10500,11500,[],0,9813,0
Dawn Zavala,F,841350889,Sophomore,Mason Gross School of the Arts,0,0,['BS' 'CS' 'SA'],Apartment,1,4000-6000,7000,[],0,9863,0
Amber Woods,F,231752634,Sophomore,School of Arts and Sciences,0,0,['MS' 'SA' 'BS'],Apartment,1,8000-11000,12000,"[318434841, 762605892]",0,9866,0
Sharon Arellano,F,408019826,Junior,School of Communication and Information,0,0,['MZH' 'SA' 'NCA'],Apartment,1,4000-6000,7000,"[508468074, 291862477]",0,9871,0
Amy Banks,F,424814190,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,9000-10500,11500,"[332034757, 777013717]",0,9881,0
Peter Kelly,M,767181801,Junior,School of Arts and Sciences,0,0,['BS' 'MZH' 'NCA'],Apartment,1,6000-8000,9000,"[500329107, 536495740]",0,9882,0
Samuel Gonzales,M,747751705,Senior,School of Arts and Sciences,0,0,['BS' 'NCA' 'SA'],Suite,1,6000-8000,9000,"[257099649, 380082283]",0,9889,0
Timothy Sanchez,M,870164726,Sophomore,School of Management and Labor Relations,0,0,['MZH' 'MRS' 'BS'],Suite,1,8000-11000,12000,[],0,9913,0
Heather Craig,F,950557593,Sophomore,School of Arts and Sciences,0,0,['BS' 'RA' 'SA'],Traditional Residence Hall,1,8000-11000,12000,"[836412105, 742712536]",0,9916,0
Sharon Jordan,F,922709577,Senior,School of Communication and Information,0,0,['CS' 'RA' 'NCA'],Apartment,1,6000-8000,9000,[542378868],0,9923,0
Angel Bush,M,318434841,Junior,Mason Gross School of the Arts,0,0,['MZH' 'BS' 'WS'],Suite,1,4000-6000,7000,"[231752634, 762605892]",0,9936,0
Kurt Martinez,M,274715759,Junior,School of Communication and Information,0,0,['JS' 'BS' 'NCA'],Apartment,1,8000-11000,12000,"[962305882, 780939175]",0,9952,0
Kathleen Clark,F,703843072,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,10500-12000,13000,"[183121178, 935180311]",0,9955,0
Lisa Roth,F,182602795,Junior,School of Arts and Sciences,0,0,['BH' 'SA' 'AH'],Apartment,1,8000-11000,12000,[],0,9962,0
Natalie Washington MD,F,965000307,Senior,School of Communication and Information,0,0,['NCA' 'BS' 'BH'],Suite,1,8000-11000,12000,[113379093],0,9975,0
Rachel Figueroa,F,113379093,Junior,School of Social Work,0,0,['SA' 'MZH' 'RA'],Apartment,1,8000-11000,12000,"[188908475, 965000307]",0,9990,0
Jessica Nichols,F,904649450,Sophomore,School of Environmental and Biological Sciences,0,0,['BS' 'MZH' 'RA'],Apartment,1,4000-6000,7000,"[412120180, 737235139]",0,9998,0
Melissa Ruiz,F,867090278,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['MS' 'NCA' 'BS'],Apartment,1,8000-11000,12000,"[150568058, 649806858]",0,9998,0
Jason Roberts,M,383201760,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['AH' 'NCA' 'MS'],Suite,1,8000-11000,12000,[326381539],0,10000,0
Richard Jones,M,525016073,Sophomore,School of Communication and Information,0,0,['BS' 'RA' 'SA'],Suite,1,6000-8000,9000,"[736629064, 146349140]",0,10005,0
Gary Schaefer DVM,M,700317976,Sophomore,School of Arts and Sciences,0,0,['MH' 'MZH' 'MS'],Suite,1,8000-11000,12000,"[356095944, 271598333]",0,10012,0
Patrick Chavez,M,763186123,Junior,School of Arts and Sciences,0,0,['RA' 'NCA' 'BS'],Suite,1,8000-11000,12000,[893797815],0,10018,0
Bobby Smith,M,489498604,Junior,School of Management and Labor Relations,0,0,['TS' 'BS' 'NCA'],Traditional Residence Hall,1,6000-8000,9000,"[197269389, 519559699]",0,10024,0
Colleen Graves,F,108958584,Sophomore,School of Communication and Information,0,0,['TS' 'AH' 'MS'],Traditional Residence Hall,1,8000-11000,12000,[964221217],0,10044,0
Kimberly Thornton,F,845172902,Senior,School of Arts and Sciences,0,0,['NCA' 'RA' 'JS'],Suite,1,4000-6000,7000,[],0,10050,0
Leslie Hansen,F,449851841,Sophomore,School of Arts and Sciences,0,0,['NCA' 'SA' 'AH'],Apartment,1,8000-11000,12000,"[579216646, 203017422]",0,10056,0
Nicole Peterson,F,175676215,Sophomore,School of Social Work,0,0,['BH' 'MH' 'AH'],Suite,1,6000-8000,9000,"[672481774, 193428414]",0,10057,0
Joshua Jackson,M,456266260,Senior,School of Arts and Sciences,0,0,['BH' 'JS' 'BS'],Apartment,1,8000-11000,12000,"[270440587, 883377055]",0,10077,0
Kelsey Brewer,F,538174212,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,10500-12000,13000,"[875842074, 785475907]",0,10080,0
Andrew Berry,M,912532241,Sophomore,Mason Gross School of the Arts,0,0,['NCA' 'BS' 'SA'],Suite,1,4000-6000,7000,[],0,10096,0
Katherine Taylor,F,345002593,Senior,School of Communication and Information,0,0,['BS' 'SA' 'MS'],Traditional Residence Hall,1,8000-11000,12000,[747623247],0,10117,0
David Nolan,M,894000733,Junior,Mason Gross School of the Arts,0,0,['RA' 'BS' 'NCA'],Suite,1,6000-8000,9000,"[556073817, 260234105]",0,10126,0
Matthew Phelps,M,318661961,Senior,School of Arts and Sciences,0,0,['MS' 'NCA' 'SA'],Suite,1,4000-6000,7000,"[344189813, 572461976]",0,10134,0
Jennifer Barton,F,378990018,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['RA' 'NCA' 'WS'],Suite,1,8000-11000,12000,[986632748],0,10141,0
Marie Holland,F,831851619,Junior,School of Management and Labor Relations,0,0,['RA' 'BS' 'TS'],Apartment,1,4000-6000,7000,[108441347],0,10154,0
Kayla Mills,F,850044736,Sophomore,Mason Gross School of the Arts,0,0,['RA' 'MZH' 'BS'],Suite,1,8000-11000,12000,"[529384530, 599790268]",0,10156,0
Curtis Haas,M,427743439,Sophomore,Mason Gross School of the Arts,0,0,['TS' 'MS' 'MRS'],Apartment,1,6000-8000,9000,[],0,10157,0
Linda Hughes,F,100238302,Sophomore,School of Engineering,0,0,['MH' 'RA' 'MS'],Suite,1,6000-8000,9000,[],0,10175,0
Mary Ramirez,F,650967734,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['MS' 'CS' 'TS'],Apartment,1,8000-11000,12000,[],0,10191,0
Jason Wilson,M,230902637,Sophomore,School of Arts and Sciences,0,0,['BS' 'BH' 'MZH'],Suite,1,8000-11000,12000,"[639949870, 126291598]",0,10192,0
Keith Smith,M,187689989,Junior,School of Arts and Sciences,0,0,['BS' 'WS' 'MRS'],Apartment,1,6000-8000,9000,[],0,10192,0
Richard Wilson,M,497954559,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,9000-10500,11500,"[711333981, 786436991]",0,10193,0
Michael Willis,M,285549652,Junior,School of Arts and Sciences,0,0,['RA' 'SA' 'MS'],Traditional Residence Hall,1,6000-8000,9000,[],0,10198,0
Jane Williams,F,330057948,Junior,School of Arts and Sciences,0,0,['BS' 'NCA' 'SA'],Apartment,1,8000-11000,12000,[],0,10232,0
Terrence Bass,M,295811889,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['MH' 'AH' 'MRS'],Suite,1,8000-11000,12000,"[386490788, 794396013]",0,10238,0
Carolyn Perez,F,230801941,Sophomore,School of Environmental and Biological Sciences,0,0,['MZH' 'MRS' 'RA'],Suite,1,6000-8000,9000,[352404080],0,10242,0
Linda Thompson,F,317627223,Senior,School of Arts and Sciences,0,0,['MS' 'BS' 'TS'],Traditional Residence Hall,1,6000-8000,9000,"[617245174, 619025472]",0,10256,0
Edwin Diaz,M,357331771,Sophomore,Mason Gross School of the Arts,0,0,['RA' 'BS' 'SA'],Suite,1,8000-11000,12000,"[937051033, 378509682]",0,10262,0
Jorge Davis,M,242385264,Senior,School of Communication and Information,0,0,['BS' 'SA' 'JS'],Suite,1,6000-8000,9000,"[961125703, 665816837]",0,10263,0
Carlos Garcia,M,629353925,Senior,School of Communication and Information,0,0,['BS' 'WS' 'RA'],Apartment,1,8000-11000,12000,"[223910592, 838030321]",0,10273,0
Jordan Ellis,M,745486610,Junior,School of Social Work,0,0,['SA' 'NCA' 'MH'],Apartment,1,8000-11000,12000,[],0,10275,0
John Bennett,M,839989136,Sophomore,School of Engineering,0,0,['NCA' 'RA' 'JS'],Suite,1,8000-11000,12000,"[720780418, 630564747]",0,10279,0
Leon Mason,M,727520945,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,9000-10500,11500,"[628830084, 756012527]",0,10279,0
Richard Alvarado,M,561834577,Senior,School of Arts and Sciences,0,0,['BS' 'BH' 'SA'],Apartment,1,8000-11000,12000,"[352954146, 172648633]",0,10280,0
Jean Church,F,439005539,Sophomore,School of Engineering,0,0,['MH' 'TS' 'BH'],Apartment,1,4000-6000,7000,[141964928],0,10292,0
Cassandra Goodman,F,395508844,Sophomore,School of Management and Labor Relations,0,0,['MRS' 'BS' 'MS'],Suite,1,4000-6000,7000,"[797374124, 633187795]",0,10297,0
Angela George,F,720720314,Sophomore,School of Environmental and Biological Sciences,0,0,['BS' 'RA' 'SA'],Traditional Residence Hall,1,8000-11000,12000,"[369229967, 371032410]",0,10299,0
Laura Chan,F,879703939,Senior,School of Arts and Sciences,0,0,['JS' 'MS' 'BH'],Suite,1,4000-6000,7000,[],0,10301,0
Alexis Williams,F,543600078,Junior,School of Management and Labor Relations,0,0,['TS' 'CS' 'BS'],Apartment,1,8000-11000,12000,[],0,10313,0
Colton Garza,M,881387970,Junior,School of Arts and Sciences,0,0,['JS' 'NCA' 'CS'],Suite,1,4000-6000,7000,[140481576],0,10330,0
Eric Hernandez,M,118541725,Junior,School of Arts and Sciences,0,0,['JS' 'NCA' 'RA'],Traditional Residence Hall,1,4000-6000,7000,"[797897259, 116386105]",0,10340,0
Sean Brown,M,973690359,Doctorate,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,10500-12000,13000,[],0,10351,0
Mrs. Megan Williams MD,F,736104203,Junior,School of Arts and Sciences,0,0,['BH' 'JS' 'MS'],Suite,1,8000-11000,12000,"[895274810, 697640197]",0,10352,0
John Stewart,M,926718763,Senior,School of Management and Labor Relations,0,0,['MS' 'NCA' 'BS'],Suite,1,4000-6000,7000,[],0,10362,0
Jennifer Stone,F,770261941,Sophomore,School of Arts and Sciences,0,0,['RA' 'BS' 'NCA'],Traditional Residence Hall,1,6000-8000,9000,[725939680],0,10363,0
Debbie Wu,F,628868336,Sophomore,School of Arts and Sciences,0,0,['NCA' 'JS' 'RA'],Traditional Residence Hall,1,8000-11000,12000,[880723224],0,10397,0
Jared Baker,M,832988181,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,9000-10500,11500,"[187579928, 913999827]",0,10402,0
Daniel Kirk,M,839472189,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,10500-12000,13000,[583890929],0,10412,0
