name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price,roommate_preferences,lottery_number
Lisa Villanueva,F,897599819,2001-03-06,Freshman,School of Arts and Sciences,0,0,['RA' 'MS' 'SA'],Apartment,1,0,1,8000-11000,12000,"[593754958, 314028650]",18953
Brent Davis,M,389571050,1996-10-25,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,[938619390],18954
Jean Church,F,439005539,2003-11-01,Sophomore,School of Engineering,0,0,['MH' 'TS' 'BH'],Apartment,1,1,1,4000-6000,7000,[141964928],18963
Tiffany Mitchell,F,879949160,2004-03-20,Junior,School of Arts and Sciences,0,0,['BS' 'NCA' 'JS'],Apartment,1,0,1,4000-6000,7000,"[768798102, 443874628]",18964
Andrew Wood,M,128591158,2002-08-07,Junior,School of Arts and Sciences,0,0,['MH' 'WS' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[719230231, 585749760]",18971
Joshua Morrison,M,144806594,1996-11-08,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[779758440, 282826823]",18972
George Butler,M,883726743,2000-05-25,Sophomore,School of Arts and Sciences,0,0,['MZH' 'BS' 'AH'],Suite,1,1,1,6000-8000,9000,"[920610137, 446116756]",18974
Tonya Terry,F,764690622,2004-05-05,Freshman,School of Engineering,0,1,['MZH' 'TS' 'BS'],Apartment,1,0,1,6000-8000,9000,[],18982
Karina Brown,F,880723224,2005-07-17,Sophomore,School of Environmental and Biological Sciences,0,1,['BS' 'SA' 'CS'],Suite,1,1,1,4000-6000,7000,"[626353159, 628868336]",18982
Kenneth Hill,M,735676559,1994-04-01,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,0,1,10500-12000,13000,[707617707],18990
Jeffrey Thomas,M,578208981,2001-04-01,Freshman,Mason Gross School of the Arts,0,1,['MZH' 'MS' 'MH'],Traditional Residence Hall,1,1,1,6000-8000,9000,"[136792253, 125846169]",18990
Tina Gonzalez,F,509763743,2005-06-12,Freshman,School of Management and Labor Relations,0,1,['JS' 'SA' 'CS'],Suite,1,1,1,8000-11000,12000,[476960934],18992
Christine Christensen,F,209860307,1999-09-07,Doctorate,Graduate School of Applied and Professional Psychology,0,0,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,[],19002
James Gregory,M,181677577,2002-06-13,Senior,Edward J. Bloustein School of Planning and Public Policy,1,1,['BS' 'NCA' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[817725684, 293322859]",19004
Julie Lawrence,F,956668962,2001-03-21,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['NCA' 'MH' 'RA'],Suite,1,1,1,4000-6000,7000,"[906155943, 743988610]",19008
Shirley Carson,F,853136373,2001-01-10,Freshman,School of Arts and Sciences,0,0,['BS' 'RA' 'JS'],Suite,1,1,1,8000-11000,12000,[],19009
Tony Lewis,M,698713498,2000-04-12,Sophomore,School of Arts and Sciences,0,0,['BS' 'RA' 'JS'],Traditional Residence Hall,1,1,0,8000-11000,12000,[],19010
Wendy Dean,F,103539009,2001-11-22,Sophomore,School of Arts and Sciences,0,1,['MZH' 'SA' 'BS'],Suite,1,1,0,4000-6000,7000,[],19010
Jocelyn Jackson,F,893229726,2002-03-23,Freshman,Mason Gross School of the Arts,0,0,['NCA' 'SA' 'BS'],Apartment,1,1,1,8000-11000,12000,[788981710],19019
Michele Mills,F,612304141,2003-11-16,Sophomore,School of Social Work,0,0,['SA' 'BS' 'AH'],Apartment,1,1,1,6000-8000,9000,[],19021
Jeffery Smith,M,384312357,2000-01-22,Sophomore,School of Communication and Information,0,0,['MS' 'BS' 'CS'],Suite,1,1,1,6000-8000,9000,"[970955897, 529267963]",19033
Casey Martin,M,340237296,2001-10-24,Sophomore,School of Management and Labor Relations,0,1,['MS' 'BS' 'MH'],Apartment,1,0,1,8000-11000,12000,"[545664153, 518841145]",19033
Adriana Patrick,F,990507314,2005-03-12,Freshman,School of Communication and Information,0,0,['NCA' 'RA' 'MZH'],Suite,1,1,1,8000-11000,12000,[269391933],19034
Nicole Wright,F,868484212,2003-07-31,Freshman,School of Arts and Sciences,0,0,['AH' 'MZH' 'BS'],Suite,1,1,1,8000-11000,12000,"[996239293, 457585552]",19036
Lauren Parker,F,814758000,2001-04-26,Sophomore,School of Engineering,0,0,['SA' 'BH' 'WS'],Suite,1,1,1,6000-8000,9000,"[773374177, 925188523]",19040
Joanne Klein,F,472613629,2004-01-28,Freshman,School of Communication and Information,0,0,['WS' 'NCA' 'BH'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[352861794, 728390370]",19041
Collin Alexander,M,785480049,2001-04-25,Sophomore,Mason Gross School of the Arts,0,0,['BS' 'SA' 'MZH'],Apartment,1,1,1,8000-11000,12000,[],19047
Mr. Kristopher Malone,M,543873708,2004-07-11,Sophomore,School of Arts and Sciences,0,0,['RA' 'MS' 'SA'],Suite,1,1,0,8000-11000,12000,[],19048
Austin Mueller,M,522625204,2004-10-15,Junior,School of Communication and Information,0,0,['RA' 'NCA' 'MH'],Apartment,1,1,1,4000-6000,7000,"[137343151, 539048994]",19055
Michele Moore,F,443018412,2005-06-24,Junior,School of Engineering,0,0,['BS' 'MH' 'RA'],Suite,1,1,1,8000-11000,12000,[],19056
Kyle Davis,M,730878289,2002-08-15,Sophomore,School of Arts and Sciences,0,0,['NCA' 'BS' 'MZH'],Suite,1,1,1,8000-11000,12000,"[937995964, 469480026]",19057
Robert Hernandez,M,938114533,2003-09-19,Senior,School of Engineering,0,1,['MH' 'SA' 'BS'],Suite,1,1,1,8000-11000,12000,"[414163962, 297115671]",19064
Angel Ward,M,471528507,1994-11-26,Doctorate,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,[],19067
Thomas Trujillo,M,670529381,2001-07-18,Sophomore,School of Arts and Sciences,0,0,['TS' 'SA' 'MZH'],Traditional Residence Hall,1,1,1,4000-6000,7000,[748688681],19067
Joshua Marshall,M,840121411,2003-04-01,Junior,School of Social Work,0,1,['SA' 'RA' 'WS'],Apartment,1,1,1,8000-11000,12000,"[827793923, 285253544]",19071
Christopher Harris,M,533742651,2004-09-15,Junior,Edward J. Bloustein School of Planning and Public Policy,0,1,['WS' 'SA' 'BH'],Apartment,1,1,1,6000-8000,9000,[120728086],19074
Catherine Martinez,F,273208673,2003-05-02,Senior,School of Engineering,0,0,['TS' 'BS' 'CS'],Apartment,1,1,1,8000-11000,12000,"[231064807, 436452268]",19080
Phillip Maldonado,M,758106865,2001-01-28,Junior,School of Engineering,0,0,['RA' 'BS' 'CS'],Suite,1,1,1,4000-6000,7000,[599540285],19081
Philip Boyer,M,296335859,2005-08-15,Freshman,School of Arts and Sciences,0,1,['BH' 'BS' 'CS'],Suite,1,1,1,4000-6000,7000,"[665450483, 217823923]",19111
Amanda Johnson,F,849391351,2002-10-06,Freshman,School of Communication and Information,0,0,['NCA' 'BS' 'SA'],Apartment,1,1,1,4000-6000,7000,[],19114
Vanessa Lewis,F,567196103,2000-02-23,Freshman,Mason Gross School of the Arts,0,0,['SA' 'MH' 'MS'],Apartment,1,1,1,8000-11000,12000,"[456321752, 278565193]",19114
Mathew Jackson,M,205952430,2004-12-01,Freshman,School of Arts and Sciences,0,1,['BH' 'BS' 'MH'],Suite,1,1,1,4000-6000,7000,[772489739],19114
Marvin Diaz,M,835200270,2002-01-15,Freshman,School of Social Work,0,1,['BS' 'NCA' 'RA'],Apartment,1,1,0,8000-11000,12000,[],19115
Heather Barnett,F,877878372,2005-08-22,Sophomore,School of Environmental and Biological Sciences,0,0,['WS' 'RA' 'AH'],Suite,1,1,1,8000-11000,12000,"[317503275, 310320779]",19115
Gary Smith,M,999652054,2000-11-29,Junior,School of Arts and Sciences,0,0,['SA' 'NCA' 'MS'],Suite,1,1,1,6000-8000,9000,[],19118
Eddie Graham,M,871517055,2001-07-13,Junior,Edward J. Bloustein School of Planning and Public Policy,1,0,['SA' 'NCA' 'BS'],Apartment,1,1,1,6000-8000,9000,"[178373961, 583520529]",19128
Luke Jones,M,766395147,2004-06-10,Freshman,School of Arts and Sciences,0,0,['WS' 'MH' 'SA'],Apartment,1,1,1,8000-11000,12000,[],19136
Christian Watson,M,169349462,1996-09-17,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[],19138
Sharon Arellano,F,408019826,2005-03-23,Junior,School of Communication and Information,0,0,['MZH' 'SA' 'NCA'],Apartment,1,1,1,4000-6000,7000,"[508468074, 291862477]",19140
Thomas Jackson,M,566388084,2000-11-27,Junior,School of Communication and Information,0,0,['BS' 'TS' 'NCA'],Apartment,1,1,1,4000-6000,7000,"[887391166, 798487685]",19143
Amber Mcdowell,F,911462890,2004-06-19,Sophomore,School of Social Work,0,0,['NCA' 'MS' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[268118208, 568307513]",19153
Emily Fowler,F,406130556,2005-01-29,Junior,School of Communication and Information,0,1,['BH' 'MH' 'MS'],Suite,1,1,1,8000-11000,12000,[],19155
Bryan Moses,M,645781577,2004-09-24,Junior,School of Arts and Sciences,0,1,['MRS' 'NCA' 'MZH'],Suite,1,1,1,4000-6000,7000,"[611505291, 407025552]",19159
Morgan Rodriguez,F,206826083,2003-04-01,Sophomore,School of Arts and Sciences,0,1,['MH' 'CS' 'BS'],Suite,1,1,1,8000-11000,12000,[],19164
Mr. Danny Garrett,M,967259162,2004-05-02,Freshman,School of Arts and Sciences,0,0,['SA' 'BS' 'JS'],Suite,1,1,0,8000-11000,12000,"[710735811, 525282309]",19176
Stephanie Kirk,F,505699516,2003-05-07,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['JS' 'BH' 'MZH'],Suite,1,1,1,8000-11000,12000,[],19184
David Rogers,M,709388631,2002-11-20,Senior,School of Communication and Information,0,1,['RA' 'BH' 'TS'],Suite,1,1,1,4000-6000,7000,"[316495685, 529721937]",19186
Javier Cunningham,M,656700122,2002-11-08,Sophomore,Mason Gross School of the Arts,0,0,['BS' 'RA' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[406462896, 235059512]",19196
Colton Garza,M,881387970,2000-10-11,Junior,School of Arts and Sciences,0,0,['JS' 'NCA' 'CS'],Suite,1,0,1,4000-6000,7000,[140481576],19196
Christian Farley,M,361856645,2005-06-03,Sophomore,School of Arts and Sciences,0,0,['MS' 'BS' 'JS'],Apartment,1,1,1,6000-8000,9000,"[898511029, 376298427]",19204
Daniel Wilson,M,555901382,2000-05-31,Sophomore,School of Communication and Information,0,1,['WS' 'MS' 'BS'],Suite,1,1,1,8000-11000,12000,[],19205
Corey Johnson,M,491698141,2004-01-12,Freshman,School of Communication and Information,0,1,['NCA' 'CS' 'MS'],Apartment,1,1,1,4000-6000,7000,[178484882],19212
Katie Shaw,F,876536835,2002-08-18,Freshman,School of Management and Labor Relations,1,0,['NCA' 'AH' 'SA'],Apartment,1,1,1,8000-11000,12000,[212322652],19215
Donald Fox,M,479576840,2005-08-31,Freshman,School of Arts and Sciences,0,1,['MH' 'TS' 'BS'],Suite,1,1,1,8000-11000,12000,[197909203],19217
Robert Contreras,M,796284780,2002-03-31,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['MS' 'RA' 'NCA'],Suite,1,1,1,8000-11000,12000,"[486154626, 768362324]",19220
Karen Crawford,F,322756208,2002-04-03,Freshman,School of Arts and Sciences,1,0,['MS' 'JS' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[934504391, 846875439]",19222
David Tate,M,320740200,2003-09-05,Junior,School of Communication and Information,0,0,['RA' 'SA' 'BH'],Apartment,1,1,1,8000-11000,12000,"[499666951, 863706310]",19231
James Allison,M,779899002,2003-08-27,Freshman,School of Arts and Sciences,0,0,['MZH' 'BS' 'RA'],Apartment,1,1,1,8000-11000,12000,"[398934250, 618093573]",19231
Grant Marquez,M,338266141,2002-09-13,Freshman,School of Arts and Sciences,0,1,['RA' 'SA' 'BS'],Apartment,1,0,1,8000-11000,12000,"[502145785, 801087003]",19244
Sean Valencia,M,604180988,2001-05-13,Junior,School of Engineering,0,1,['MS' 'RA' 'NCA'],Apartment,1,1,1,8000-11000,12000,[],19246
Taylor Martinez,F,495675892,2005-06-10,Sophomore,Mason Gross School of the Arts,0,1,['NCA' 'TS' 'BH'],Suite,1,1,1,6000-8000,9000,[950547135],19250
Miranda Newton,F,692322856,2001-11-09,Junior,School of Arts and Sciences,0,0,['RA' 'MZH' 'SA'],Apartment,1,1,1,4000-6000,7000,[],19251
Todd Adams,M,969643314,2000-08-05,Sophomore,School of Environmental and Biological Sciences,0,1,['SA' 'JS' 'BS'],Suite,1,0,1,4000-6000,7000,"[947821690, 711586449]",19252
William Boyer,M,796339617,2001-03-22,Junior,School of Arts and Sciences,0,1,['RA' 'NCA' 'BS'],Traditional Residence Hall,1,1,1,6000-8000,9000,"[343319461, 685465022]",19260
William Kennedy,M,161606984,2001-05-06,Sophomore,School of Arts and Sciences,0,0,['NCA' 'AH' 'MZH'],Suite,1,1,1,8000-11000,12000,"[839947282, 530903454]",19270
Brian Johnson,M,604531132,2002-03-18,Freshman,School of Communication and Information,0,1,['AH' 'MH' 'TS'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[386565560, 522523035]",19274
Paula Hall,F,244660002,2005-05-09,Freshman,School of Arts and Sciences,0,0,['TS' 'NCA' 'AH'],Apartment,1,1,1,4000-6000,7000,"[256871530, 205924206]",19281
Anthony Perkins,M,763801719,1999-12-20,Freshman,School of Arts and Sciences,0,1,['BS' 'SA' 'MRS'],Suite,1,1,0,8000-11000,12000,"[354458979, 923624435]",19286
Amy Anderson,F,334335106,2004-08-02,Sophomore,School of Arts and Sciences,0,0,['NCA' 'MRS' 'SA'],Apartment,1,1,1,4000-6000,7000,[708902739],19289
Scott Huang,M,854196009,2000-04-03,Freshman,School of Arts and Sciences,0,0,['BS' 'RA' 'SA'],Suite,1,1,1,4000-6000,7000,[],19290
Ross Henry,M,618093573,2001-07-20,Junior,Mason Gross School of the Arts,0,1,['BH' 'WS' 'MZH'],Traditional Residence Hall,1,1,1,6000-8000,9000,[398934250],19290
Anthony Thompson,M,187864478,2003-07-03,Sophomore,School of Management and Labor Relations,0,1,['NCA' 'MZH' 'RA'],Suite,1,1,1,6000-8000,9000,"[675447551, 275855267]",19291
Manuel Johnson,M,986420068,2004-08-29,Freshman,School of Communication and Information,0,0,['BS' 'MH' 'MRS'],Apartment,1,1,1,8000-11000,12000,"[118631869, 826635682]",19300
Larry Crawford,M,732750157,1999-12-09,Doctorate,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,1,1,10500-12000,13000,[356942659],19305
Keith Arnold,M,589437256,2001-09-17,Junior,School of Arts and Sciences,0,0,['MS' 'SA' 'BS'],Apartment,1,0,1,6000-8000,9000,[872773681],19305
Caitlin Randolph,F,704237442,2002-12-08,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'BH' 'BS'],Suite,1,1,1,4000-6000,7000,[],19320
Andrea Hernandez,F,423158205,2002-09-03,Freshman,School of Arts and Sciences,0,1,['WS' 'BS' 'SA'],Traditional Residence Hall,1,1,1,4000-6000,7000,[],19321
Matthew Boyd,M,222382198,2003-12-21,Sophomore,School of Arts and Sciences,0,1,['NCA' 'MS' 'MZH'],Suite,1,1,1,8000-11000,12000,[395353023],19322
Kimberly Martinez,F,630564747,2000-03-02,Junior,School of Arts and Sciences,0,0,['TS' 'RA' 'BS'],Suite,1,1,1,8000-11000,12000,[839989136],19326
Aaron Flores,M,588605310,2003-04-13,Senior,School of Arts and Sciences,0,0,['TS' 'CS' 'BH'],Suite,1,1,1,8000-11000,12000,"[912353567, 817495279]",19328
Jenny Cooper,F,134520041,2003-04-03,Sophomore,School of Arts and Sciences,0,0,['MH' 'CS' 'MZH'],Apartment,1,1,1,8000-11000,12000,"[414898396, 573778388]",19329
Dennis Smith,M,639190389,2000-05-02,Sophomore,School of Arts and Sciences,0,0,['MH' 'BS' 'SA'],Apartment,1,1,1,8000-11000,12000,"[965854684, 241389790]",19330
Stacy Johnston,F,460614852,2004-02-17,Junior,School of Communication and Information,0,1,['BS' 'SA' 'MRS'],Suite,1,1,1,8000-11000,12000,[],19338
Johnny Day,M,770556537,2000-06-28,Freshman,School of Engineering,0,0,['SA' 'NCA' 'BS'],Apartment,1,1,1,8000-11000,12000,"[892831988, 819804305]",19343
Brandon Thompson,M,614246917,2003-04-26,Freshman,School of Arts and Sciences,0,0,['RA' 'MS' 'TS'],Apartment,1,1,1,6000-8000,9000,"[821786812, 314494460]",19349
Mark King,M,195752537,2002-04-28,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['NCA' 'CS' 'BS'],Suite,1,1,1,8000-11000,12000,[708673954],19351
Brandon Mcdonald,M,136260905,2003-06-24,Freshman,School of Communication and Information,0,1,['RA' 'BS' 'MRS'],Apartment,1,1,1,8000-11000,12000,"[985485860, 932255229]",19362
Barbara Meyer,F,867337151,2004-06-18,Senior,School of Communication and Information,0,1,['NCA' 'RA' 'BS'],Traditional Residence Hall,1,1,1,6000-8000,9000,"[108787823, 904824188]",19362
Robert Johnson,M,881449750,2000-09-03,Freshman,School of Arts and Sciences,0,1,['BS' 'NCA' 'MS'],Suite,1,1,1,8000-11000,12000,[850109655],19368
Amy Padilla,F,829936619,2004-02-23,Freshman,School of Arts and Sciences,0,1,['NCA' 'MH' 'AH'],Apartment,1,1,1,4000-6000,7000,[],19371
Mary Cox,F,708673954,2002-05-01,Freshman,School of Arts and Sciences,0,0,['TS' 'NCA' 'MH'],Suite,1,1,1,8000-11000,12000,"[594941364, 195752537]",19372
Brian Hudson,M,424105328,2003-12-16,Freshman,School of Engineering,0,0,['BS' 'NCA' 'MH'],Apartment,1,0,1,4000-6000,7000,"[121701820, 826829351]",19380
Christine Obrien,F,889575773,2002-03-16,Freshman,School of Arts and Sciences,0,0,['MZH' 'BS' 'MS'],Apartment,1,1,1,8000-11000,12000,"[876326882, 317850596]",19383
Dominic Price MD,M,573695601,2000-05-27,Sophomore,School of Arts and Sciences,0,0,['NCA' 'BS' 'SA'],Suite,1,1,1,8000-11000,12000,[],19385
Kristi Jones,F,984771983,2003-12-25,Junior,School of Arts and Sciences,0,0,['NCA' 'MZH' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,12000,[451373941],19385
Bryan Contreras,M,343056872,2000-07-09,Freshman,School of Arts and Sciences,0,1,['RA' 'MZH' 'TS'],Traditional Residence Hall,1,1,1,4000-6000,7000,"[631664868, 691318429]",19387
Christine Jimenez,F,655425412,2002-01-11,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0,['SA' 'BS' 'MH'],Apartment,1,1,1,8000-11000,12000,"[613018268, 478435780]",19391
April Cummings,F,725238543,2000-09-20,Junior,School of Social Work,0,0,['RA' 'MH' 'TS'],Suite,1,1,1,8000-11000,12000,[],19392
Michael Stevens,M,740595294,2003-03-01,Sophomore,School of Arts and Sciences,0,0,['SA' 'JS' 'BS'],Suite,1,1,1,4000-6000,7000,[744098382],19397
Felicia Randall,F,443401898,2000-06-11,Freshman,School of Arts and Sciences,0,1,['TS' 'MH' 'MZH'],Apartment,1,1,1,8000-11000,12000,[610330222],19398
Timothy Hess,M,404763875,2003-02-05,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['MZH' 'BH' 'SA'],Suite,1,1,1,8000-11000,12000,"[198716325, 356347309]",19413
Karen Spencer,F,930133022,2002-02-22,Senior,School of Arts and Sciences,0,0,['SA' 'AH' 'MZH'],Suite,1,1,1,6000-8000,9000,"[305675182, 121668135]",19415
Timothy Clark,M,216252659,2002-10-08,Freshman,School of Engineering,0,0,['WS' 'BS' 'JS'],Suite,1,1,1,4000-6000,7000,"[456036278, 919436878]",19415
Maria Gardner,F,441233380,2001-03-10,Sophomore,School of Arts and Sciences,0,1,['NCA' 'BS' 'MS'],Apartment,1,1,1,8000-11000,12000,[565317864],19421
Joseph Gonzalez,M,918022269,2003-07-16,Sophomore,School of Arts and Sciences,0,0,['NCA' 'JS' 'RA'],Traditional Residence Hall,1,1,1,8000-11000,12000,[],19424
Susan Norris,F,415512790,2003-06-22,Freshman,School of Arts and Sciences,0,0,['RA' 'CS' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,7000,[329299377],19428
Marcus Shaw,M,633042485,2002-01-16,Junior,School of Arts and Sciences,1,1,['NCA' 'BS' 'AH'],Apartment,1,1,1,6000-8000,9000,[],19430
Norma Mcguire,F,731860603,2003-06-04,Freshman,School of Arts and Sciences,0,0,['BS' 'WS' 'CS'],Apartment,1,1,1,6000-8000,9000,"[310454701, 754133087]",19432
Andrew Blake,M,446116756,2002-05-01,Junior,School of Management and Labor Relations,0,0,['NCA' 'BS' 'AH'],Apartment,1,0,1,8000-11000,12000,[920610137],19435
Phillip Chen,M,870268600,1997-05-28,Postdoctoral studies,Graduate School of Education,0,1,['JA' 'BA'],Apartment,1,1,1,10500-12000,13000,"[114110080, 977143816]",19444
Brandon Reed,M,124808529,2004-06-18,Sophomore,School of Arts and Sciences,0,1,['JS' 'BS' 'SA'],Apartment,1,1,1,8000-11000,12000,[],19447
Daniel Rogers,M,169909871,2004-04-30,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['TS' 'MS' 'RA'],Suite,1,0,1,6000-8000,9000,"[127658582, 445187201]",19447
Anthony Harrison,M,344608880,2004-12-06,Sophomore,Mason Gross School of the Arts,0,0,['MH' 'RA' 'MZH'],Suite,1,1,1,8000-11000,12000,"[853571006, 758147707]",19455
Jason Marshall,M,550518808,2001-12-04,Sophomore,School of Environmental and Biological Sciences,0,1,['JS' 'WS' 'SA'],Apartment,1,1,1,8000-11000,12000,[548116679],19467
Frank May,M,531904136,2005-03-01,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'BS' 'MH'],Traditional Residence Hall,1,0,1,8000-11000,12000,[],19486
Margaret Williams,F,791953411,1999-12-22,Freshman,School of Communication and Information,0,0,['BS' 'NCA' 'BH'],Apartment,1,1,1,6000-8000,9000,[662939208],19499
Aaron Fernandez,M,779758440,1998-02-16,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,0,1,10500-12000,13000,"[144806594, 282826823]",19500
Mark Smith,M,892493218,2003-03-09,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0,['BS' 'BH' 'NCA'],Suite,1,1,1,4000-6000,7000,[],19502
Scott Ward,M,197909203,2005-07-09,Freshman,School of Engineering,0,1,['MZH' 'NCA' 'RA'],Apartment,1,1,1,4000-6000,7000,"[754224044, 479576840]",19503
Cheryl Glass,F,323050019,2000-04-25,Freshman,School of Social Work,0,0,['RA' 'NCA' 'SA'],Traditional Residence Hall,1,1,1,4000-6000,7000,[485463553],19508
Ray Thompson,M,222214942,1999-12-06,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['MZH' 'MH' 'SA'],Apartment,1,1,1,8000-11000,12000,[595241592],19517
James Hill,M,678617563,2004-09-14,Freshman,School of Arts and Sciences,0,0,['BS' 'TS' 'NCA'],Suite,1,1,0,6000-8000,9000,"[293098681, 939863949]",19518
Zachary Jackson,M,689315344,2000-11-09,Junior,School of Arts and Sciences,0,0,['BS' 'TS' 'AH'],Apartment,1,1,1,8000-11000,12000,[423801743],19520
Lisa Rodriguez,F,333770075,1997-06-20,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[321450520],19522
Ashley Ho,F,828842905,2005-03-27,Freshman,School of Arts and Sciences,0,0,['SA' 'NCA' 'MH'],Suite,1,1,1,6000-8000,9000,"[546797319, 130849184]",19539
Autumn Nguyen,F,283499221,2004-08-18,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['SA' 'BS' 'RA'],Suite,1,1,1,8000-11000,12000,[],19546
Emily Donovan,F,308073090,2001-12-11,Junior,School of Arts and Sciences,0,0,['NCA' 'MRS' 'RA'],Suite,1,1,1,4000-6000,7000,"[984059247, 616597201]",19548
Andrew Graves,M,821722572,2000-06-02,Junior,School of Management and Labor Relations,0,1,['MH' 'NCA' 'JS'],Suite,1,1,1,8000-11000,12000,"[217862676, 944589239]",19553
Emily Jacobs,F,814055772,2000-10-07,Freshman,School of Arts and Sciences,0,1,['TS' 'WS' 'MZH'],Apartment,1,1,1,4000-6000,7000,[],19558
William Lee,M,851649915,2002-08-08,Freshman,School of Social Work,0,0,['BS' 'SA' 'RA'],Traditional Residence Hall,1,1,1,4000-6000,7000,[],19581
Brianna Young,F,453483253,2002-10-07,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['MZH' 'BS' 'MH'],Suite,1,1,1,6000-8000,9000,[],19585
John Sanford,M,348345218,2003-10-20,Freshman,School of Arts and Sciences,0,0,['MRS' 'MS' 'WS'],Suite,1,0,1,8000-11000,12000,[],19589
John Larson,M,101439094,2000-03-06,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'MH' 'WS'],Apartment,1,1,1,4000-6000,7000,"[345144211, 814675140]",19592
Courtney Jackson,F,177159671,2002-01-21,Freshman,Mason Gross School of the Arts,0,1,['RA' 'BH' 'MZH'],Traditional Residence Hall,1,1,1,6000-8000,9000,"[326362853, 349271636]",19598
Kyle Graves,M,869836875,1999-04-23,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,0,1,10500-12000,13000,"[565692718, 604091963]",19599
James Duke,M,403114801,2004-12-27,Freshman,School of Engineering,0,0,['RA' 'BS' 'NCA'],Suite,1,1,1,8000-11000,12000,"[653176688, 320357708]",19601
Jeffrey Rivera,M,617418248,2000-03-05,Sophomore,School of Arts and Sciences,0,0,['MRS' 'BS' 'NCA'],Apartment,1,0,1,6000-8000,9000,"[743924271, 476210426]",19610
Kyle Bullock,M,875817907,2000-12-03,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['MZH' 'JS' 'BH'],Suite,1,0,1,8000-11000,12000,"[758909893, 167213316]",19611
Russell Crawford,M,307583998,2003-04-22,Senior,School of Engineering,0,0,['AH' 'SA' 'MH'],Traditional Residence Hall,1,1,1,8000-11000,12000,[],19621
Thomas Smith,M,994668860,2004-02-25,Senior,School of Social Work,0,0,['BS' 'SA' 'MZH'],Apartment,1,1,1,6000-8000,9000,"[694594287, 661443663]",19622
Nancy Smith,F,721868490,2001-07-16,Sophomore,School of Communication and Information,0,0,['MH' 'MS' 'BS'],Suite,1,1,1,8000-11000,12000,"[923790988, 772041761]",19628
Kevin Morgan,M,473621552,2003-05-13,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'RA' 'NCA'],Suite,1,1,1,4000-6000,7000,[],19630
Jeffrey Taylor,M,260234105,2003-10-18,Junior,School of Engineering,0,0,['MZH' 'NCA' 'SA'],Apartment,1,1,1,6000-8000,9000,[556073817],19637
Amanda Brennan,F,484803479,2001-11-05,Junior,School of Engineering,0,1,['SA' 'RA' 'CS'],Traditional Residence Hall,1,1,1,4000-6000,7000,[],19640
Kimberly Bond,F,390408992,2000-11-09,Senior,School of Communication and Information,0,0,['RA' 'BH' 'NCA'],Traditional Residence Hall,1,1,1,6000-8000,9000,"[331336740, 460751301]",19641
Dana Blair,F,459705991,2003-08-14,Freshman,School of Arts and Sciences,0,0,['MH' 'WS' 'SA'],Apartment,1,1,1,8000-11000,12000,"[244879476, 728695622]",19644
Ronald Duran,M,475892436,2003-09-20,Freshman,Mason Gross School of the Arts,0,0,['BS' 'SA' 'MRS'],Suite,1,1,1,8000-11000,12000,"[388807508, 281881903]",19645
